"stage2/step","Group: VaDE_Simple_gauss - stage2/mcc_pearson","Group: VaDE_Simple_gauss - stage2/mcc_pearson__MIN","Group: VaDE_Simple_gauss - stage2/mcc_pearson__MAX","Group: VaDE_Simple_gauss - _step","Group: VaDE_Simple_gauss - _step__MIN","Group: VaDE_Simple_gauss - _step__MAX","Group: Danru_Simple_gauss - stage2/mcc_pearson","Group: Danru_Simple_gauss - stage2/mcc_pearson__MIN","Group: Danru_Simple_gauss - stage2/mcc_pearson__MAX","Group: Danru_Simple_gauss - _step","Group: Danru_Simple_gauss - _step__MIN","Group: Danru_Simple_gauss - _step__MAX","Group: Ours_Simple_gauss - stage2/mcc_pearson","Group: Ours_Simple_gauss - stage2/mcc_pearson__MIN","Group: Ours_Simple_gauss - stage2/mcc_pearson__MAX","Group: Ours_Simple_gauss - _step","Group: Ours_Simple_gauss - _step__MIN","Group: Ours_Simple_gauss - _step__MAX"
"3501","0.39401639810297934","0","0.5594100847017719","13589","13589","13589","0.45200383372010816","0.12158362362257408","0.6867632972564425","23590","23590","23590","0.9667621821368779","0.8754111499921113","0.995494705784544","23590","23590","23590"
"3751","0.3703821197975835","0","0.5202877347761627","13842","13842","13842","0.4634259926993516","0.13059335246560327","0.723956285346401","23843","23843","23843","0.967786196501003","0.8786595954695028","0.9952589995460999","23843","23843","23843"
"4001","0.4085252199901512","0","0.5812841488007828","14095","14095","14095","0.47433422687375837","0.11748851190253017","0.7479887833313472","24096","24096","24096","0.9683991209626737","0.8864349029636287","0.9950638286435264","24096","24096","24096"
"4251","0.39315555365524524","0","0.5829687571445118","14348","14348","14348","0.47661816023508663","0.10345461172921355","0.7754904233060942","24349","24349","24349","0.9673154755656089","0.8764207193859033","0.9951834159668008","24349","24349","24349"
"4501","0.4293528299022353","0","0.7441894981050311","14601","14601","14601","0.4658638190945966","0.09508990232266684","0.7258939948890989","24602","24602","24602","0.9682877422566181","0.8847013281927117","0.995398905066876","24602","24602","24602"
"4751","0.399487516324425","0","0.5559378436827385","14854","14854","14854","0.47574936801442325","0.117078728795402","0.7909095476915938","24855","24855","24855","0.9677808744523058","0.8809687850679104","0.9953412934585516","24855","24855","24855"
"5001","0.4490888126966704","0","0.6943515959497905","15107","15107","15107","0.4731317858753135","0.05545240435841237","0.7948211361715617","25108","25108","25108","0.9673419700849134","0.8727419377329776","0.9954122001826972","25108","25108","25108"
"5251","0.39444395157744017","0","0.6366393125730108","15360","15360","15360","0.47416002726514145","0.09782133360950623","0.7235579029227354","25361","25361","25361","0.969153410065023","0.8903242469604322","0.9957202866404794","25361","25361","25361"
"5501","0.43718751025544744","0","0.6365727745181081","15613","15613","15613","0.49460262520469084","0.07446800349223028","0.8192420136438129","25614","25614","25614","0.967184253904646","0.8753263904576243","0.9950782762291429","25614","25614","25614"
"5751","0.412063868807116","0","0.5895976499500778","15866","15866","15866","0.501731630625055","0.08636659669799712","0.782955016122289","25867","25867","25867","0.9671519006615487","0.8743806785520315","0.9949020146176806","25867","25867","25867"
"6001","0.3991643379241809","0","0.6375782293744124","16119","16119","16119","0.4918199480957347","0.0898335683568297","0.7644361463785545","26120","26120","26120","0.966408905204618","0.8683487638115283","0.9950043980914792","26120","26120","26120"
"6251","0.43569422129963453","0","0.7251392385100625","16372","16372","16372","0.5111848288987466","0.08163425200447384","0.8847021518429959","26373","26373","26373","0.9676587413088139","0.8784446374052347","0.9954215133138707","26373","26373","26373"
"6501","0.4084222104301912","0","0.6654363881494226","16625","16625","16625","0.5094813268296814","0.07182070893343055","0.8701935344027966","26626","26626","26626","0.9677821916034544","0.8797505094561672","0.9948945726839229","26626","26626","26626"
"6751","0.39997301979291167","0","0.5965373066831057","16878","16878","16878","0.5233451249889951","0.07335741428486021","0.9105031447787226","26879","26879","26879","0.9677547075914136","0.8776481784046752","0.9952259983697886","26879","26879","26879"
"7001","0.4020661840179972","0","0.626630446297812","17131","17131","17131","0.5177082538472118","0.09250785487683381","0.8921801190378558","27132","27132","27132","0.9680767999100688","0.8820405949308076","0.9955450261600799","27132","27132","27132"
"7251","0.42209003636913567","0","0.6032414431903536","17384","17384","17384","0.5277979307865267","0.08659217721662398","0.8747062687504762","27385","27385","27385","0.9682834674407086","0.8796482997052455","0.9951109178255777","27385","27385","27385"
"7501","0.41916099005076424","0","0.647112311967616","17637","17637","17637","0.5236872654203373","0.07991340153286082","0.889860003017133","27638","27638","27638","0.9687756582522379","0.8884749995755977","0.9952898507958589","27638","27638","27638"
"7751","0.383676519573134","0","0.5575601241205069","17890","17890","17890","0.5371073750494876","0.07897392100042393","0.903561560353081","27891","27891","27891","0.9681432548957577","0.8813963210980441","0.9953785607069938","27891","27891","27891"
"8001","0.38086800929674575","0","0.5814157730033582","18143","18143","18143","0.551607258159646","0.08538173202225663","0.8734649827876745","28144","28144","28144","0.9673025601597155","0.8747443420192501","0.9947367989896937","28144","28144","28144"
"8251","0.37416204716821194","0","0.559906694279914","18396","18396","18396","0.5449496208292877","0.0908114249224838","0.8627380251577016","28397","28397","28397","0.9679535664438955","0.8800292749506987","0.9952939006443655","28397","28397","28397"
"8501","0.43618730312133724","0","0.7810170869229195","18649","18649","18649","0.5520740844139734","0.0943612158932992","0.8856224042732563","28650","28650","28650","0.9679157305349143","0.8821261109101246","0.9953151431915187","28650","28650","28650"
"8751","0.3914443704861924","0","0.5531047474224788","18902","18902","18902","0.553344839325258","0.12880216645944623","0.86415218085402","28903","28903","28903","0.9673636880496158","0.8728906988071828","0.9952242463005215","28903","28903","28903"
"9001","0.36716668236991923","0","0.5635459343454046","19155","19155","19155","0.5549276388011533","0.10635978588243272","0.8886575373606798","29156","29156","29156","0.9673637901343654","0.8775816214697926","0.9946294346831372","29156","29156","29156"
"9251","0.3853633525060791","0","0.6021701184175967","19408","19408","19408","0.5611837553045955","0.12338376249028993","0.8884903572438724","29409","29409","29409","0.9676264224190133","0.8756246413691534","0.9956264284783627","29409","29409","29409"
"9501","0.40065922887797345","0","0.6708208991212992","19661","19661","19661","0.5628998739458849","0.13892744837121282","0.8863254253101239","29662","29662","29662","0.9678989975032479","0.8821222206709338","0.9951325577762339","29662","29662","29662"
"9751","0.4526521324928037","0","0.6815684894809224","19914","19914","19914","0.5649899145299926","0.15595577290056525","0.8758989548508445","29915","29915","29915","0.9674689520806146","0.8779940545262463","0.995379353638338","29915","29915","29915"
"10001","0.3610001694508428","0","0.6362663737737221","20167","20167","20167","0.569737787387387","0.15403897072010772","0.8814603978191465","30168","30168","30168","0.9676692442295615","0.8792559934164386","0.9948635807979165","30168","30168","30168"
"10251","0.38122612443536547","0","0.664023370322402","20420","20420","20420","0.5868102133839593","0.2771978789005451","0.8874778907444955","30421","30421","30421","0.9683610672061613","0.884223472647335","0.9951234059181774","30421","30421","30421"
"10501","0.39680202077412907","0","0.5976201381027947","20673","20673","20673","0.6020733063229626","0.3351005976100909","0.8916945274478247","30674","30674","30674","0.9670267541253217","0.876887398407946","0.9953606988883795","30674","30674","30674"
"10751","0.39686246486688287","0","0.5813100653408726","20926","20926","20926","0.6146136467214177","0.43388471702185427","0.8788274970816864","30927","30927","30927","0.9668152264010308","0.8794670577613081","0.9949006503999267","30927","30927","30927"
"11001","0.37099378324626586","0","0.5584956443823293","21179","21179","21179","0.6331776093318552","0.47974325791814204","0.8794605460944492","31180","31180","31180","0.967046499673226","0.879060267007857","0.9951545897265133","31180","31180","31180"
"11251","0.3742455648732366","0","0.6593556177669454","21432","21432","21432","0.6445380612080085","0.47090802118377867","0.8806656181085101","31433","31433","31433","0.9677556382097958","0.8759872151689955","0.9951745373455129","31433","31433","31433"
"11501","0.42306955358071824","0","0.6967083904303975","21685","21685","21685","0.6567470438207503","0.5052146078999252","0.8805896759267583","31686","31686","31686","0.967888139078535","0.8837479789779376","0.9948451321594652","31686","31686","31686"
"11751","0.3760622107582071","0","0.6141350573833743","21938","21938","21938","0.6610327342047372","0.4643289699464663","0.8794700106746264","31939","31939","31939","0.9673449867914907","0.8780374312018869","0.9950678343420335","31939","31939","31939"
"12001","0.40434328402342656","0","0.6012880119241709","22191","22191","22191","0.6781624715828686","0.4722411491210399","0.895332723238055","32192","32192","32192","0.9659382283605273","0.8698518577844055","0.9950779275379692","32192","32192","32192"
"12251","0.41996846896182066","0","0.6345830297002207","22444","22444","22444","0.7038650618020771","0.5083301968015507","0.8949370682698167","32445","32445","32445","0.9667491401951951","0.8718451107395934","0.9946519207918009","32445","32445","32445"
"12501","0.36300901543790476","0","0.5776833091490206","22697","22697","22697","0.7135813235809062","0.5008005066967528","0.8974615753853875","32698","32698","32698","0.9674192856139301","0.8753953671335543","0.9949238242274291","32698","32698","32698"
"12751","0.3774486185631054","0","0.5616029319459334","22950","22950","22950","0.7279350909219706","0.5058766724388511","0.8998013031339918","32951","32951","32951","0.9676729906998707","0.8806945885179673","0.9950790363399528","32951","32951","32951"
"13001","0.37163247631648466","0","0.5634551191051237","23203","23203","23203","0.744723240778191","0.5090601187955016","0.9040303068201672","33204","33204","33204","0.9679795451139593","0.887887494116124","0.9950529716179837","33204","33204","33204"
"13251","0.3766012728184707","0","0.6595152616259553","23456","23456","23456","0.748932163193995","0.50470932390771","0.8905433113285502","33457","33457","33457","0.966444506113193","0.8744968334555013","0.9953614590741866","33457","33457","33457"
"13501","0.3355708553693617","0","0.492017116883898","23709","23709","23709","0.7590776117903946","0.506085649403257","0.8944816326106153","33710","33710","33710","0.9670272806429331","0.8815152475356133","0.9953618992097155","33710","33710","33710"
"13751","0.36370171843006005","0","0.6036039544767314","23962","23962","23962","0.765776819387026","0.5111950325964605","0.9220725206664947","33963","33963","33963","0.9671106537775328","0.8784606892140122","0.994694575498427","33963","33963","33963"
"14001","0.3674321143962745","0","0.5164737185372009","24215","24215","24215","0.7805256090411579","0.526627667077631","0.9476679134570598","34216","34216","34216","0.9675419155382802","0.8802187906870059","0.9946678898641479","34216","34216","34216"
"14251","0.3809114863418359","0","0.6030284578803822","24468","24468","24468","0.7892775425510389","0.5595806006382845","0.9594650933358245","34469","34469","34469","0.9666351759178337","0.8739559585460309","0.9949213235619979","34469","34469","34469"
"14501","0.3931333541678772","0","0.607648914749228","24721","24721","24721","0.8011479823466388","0.6130757806098184","0.9651037049208974","34722","34722","34722","0.9674549253095324","0.886890242383314","0.9950307657941634","34722","34722","34722"
"14751","0.32777025555925066","0","0.5288519435423499","24974","24974","24974","0.8099510743812454","0.6207790147543851","0.9696651688763152","34975","34975","34975","0.9674945794137806","0.8845992032519261","0.9956494836119553","34975","34975","34975"
"15001","0.3763288266225079","0","0.5863632903936113","25227","25227","25227","0.8216166708326516","0.6189255079295839","0.9727525581070843","35228","35228","35228","0.9677317306029594","0.8819416553157756","0.995011391366092","35228","35228","35228"
"15251","0.32793663545747426","0","0.44795422452764183","25480","25480","25480","0.8269585234864266","0.62807152960384","0.9735552654700085","35481","35481","35481","0.9668929421015197","0.8772586464280651","0.9954169878436621","35481","35481","35481"
"15501","0.37032456930558644","0","0.6038371508682608","25733","25733","25733","0.8289469321230432","0.6081284740993286","0.9720500739716775","35734","35734","35734","0.9668370495822847","0.8751274564351061","0.9953285803565054","35734","35734","35734"
"15751","0.35740625896584066","0","0.5925915637324831","25986","25986","25986","0.8291772837408242","0.6062106017550011","0.9717237404843244","35987","35987","35987","0.966810720556","0.8760069160117655","0.9950232620799845","35987","35987","35987"
"16001","0.3286617099788794","0","0.6138666720628968","26239","26239","26239","0.8319256180632131","0.5903785452237794","0.9726711544588547","36240","36240","36240","0.9669799467407938","0.8777256919049411","0.9948793443070715","36240","36240","36240"
"16251","0.38041579908007","0","0.6040613718990988","26492","26492","26492","0.8358244451207613","0.6163621059063075","0.971385356071418","36493","36493","36493","0.9674982468482565","0.8868638976153488","0.9951162741700216","36493","36493","36493"
"16501","0.3469321545043625","0","0.5793105477819466","26745","26745","26745","0.8339499310915833","0.586103989803867","0.9723265003913513","36746","36746","36746","0.9678622958780227","0.8836198481446567","0.9947548844796511","36746","36746","36746"
"16751","0.37949227131514274","0","0.6223653711596975","26998","26998","26998","0.836981247860453","0.5707828102717915","0.9730090018590847","36999","36999","36999","0.9658907497863678","0.8736050518717505","0.9944150958278813","36999","36999","36999"
"17001","0.35106243150830185","0","0.6533912883213203","27251","27251","27251","0.8406545386876468","0.5966345941397501","0.9751962458617406","37252","37252","37252","0.9672088247823382","0.8843413628257558","0.9946007934095992","37252","37252","37252"
"17251","0.3387685556665347","0","0.6794682212376033","27504","27504","27504","0.8429284210497519","0.5831394870524577","0.9756656212841541","37505","37505","37505","0.9682442013058694","0.8848188640113972","0.9949384018470139","37505","37505","37505"
"17501","0.3261544173779292","0","0.5429943756140899","27757","27757","27757","0.8472369539920941","0.5995785139738421","0.9775132900618457","37758","37758","37758","0.9665192523993211","0.8776804715162557","0.9950391254511911","37758","37758","37758"
"17751","0.38082033704884444","0","0.6824552019937261","28010","28010","28010","0.845075823757315","0.580225603365049","0.9788601387317163","38011","38011","38011","0.9667948284334639","0.8797814508961418","0.9948899653076363","38011","38011","38011"
"18001","0.31932246298533523","0","0.5851264565885429","28263","28263","28263","0.843448581888096","0.568350445160305","0.9816003688669394","38264","38264","38264","0.966996695564695","0.8817895128297394","0.9947096470032725","38264","38264","38264"
"18251","0.32667904635829587","0","0.5929747570521721","28516","28516","28516","0.8422521921408738","0.5687129376460206","0.9826314594978872","38517","38517","38517","0.9672412720532725","0.8816624949066134","0.9949144738066905","38517","38517","38517"
"18501","0.31542189291776274","0","0.5925601870541204","28769","28769","28769","0.8423217333826949","0.5587434922131765","0.9827036568988995","38770","38770","38770","0.9664737177328696","0.871840684394849","0.9945394358285992","38770","38770","38770"
"18751","0.2957233904607791","0","0.559443470503965","29022","29022","29022","0.8487764532449589","0.5731696022435047","0.983851853579865","39023","39023","39023","0.9671469393041748","0.8861036401911724","0.9947915031305343","39023","39023","39023"
"19001","0.32651057815634166","0","0.5086852627115713","29275","29275","29275","0.8470481076379628","0.5676597526915219","0.984330168670153","39276","39276","39276","0.9668320087120905","0.8766973511146464","0.9951048674487595","39276","39276","39276"
"19251","0.33083956232209843","0","0.5926548541859563","29528","29528","29528","0.8505526837560444","0.5860932946691907","0.9855218868258812","39529","39529","39529","0.9670333103593396","0.8809133560708103","0.9943590136098543","39529","39529","39529"
"19501","0.27585283923360177","0","0.43786603045648514","29781","29781","29781","0.8530007080925118","0.5877873985142078","0.9851708119702732","39782","39782","39782","0.967640226320896","0.8856930656745313","0.9949853060392342","39782","39782","39782"
"19751","0.29538055047208583","0","0.6075730973176403","30034","30034","30034","0.8379995918131817","0.5683799850815537","0.98611738639244","40035","40035","40035","0.9670699344047327","0.8742063383366689","0.9952164445988542","40035","40035","40035"
"20001","0.2767335459067937","0","0.5111377886376713","30287","30287","30287","0.8555572565409657","0.5795884914520892","0.985713918967286","40288","40288","40288","0.9670853034666024","0.877510224192776","0.9950510295208628","40288","40288","40288"
"20251","0.2941397231558055","0","0.5608672982528357","30540","30540","30540","0.8575963047420888","0.5886743750256287","0.9865191076684755","40541","40541","40541","0.9671536217619254","0.8802910890907826","0.9953350210723911","40541","40541","40541"
"20501","0.2551642123207635","0","0.4670959983020726","30793","30793","30793","0.8627986583613666","0.6047443128358311","0.9868767779786185","40794","40794","40794","0.9666123974487617","0.8745106285179186","0.9947640053085903","40794","40794","40794"
"20751","0.3162246068633168","0","0.6251723284370552","31046","31046","31046","0.8553406135858331","0.5729189909919702","0.9864136947311136","41047","41047","41047","0.966530478227997","0.8743098654067358","0.9952398783825713","41047","41047","41047"
"21001","0.24629060411835857","0","0.5035210924530551","31299","31299","31299","0.8571726799832815","0.5748697929188","0.986328755269883","41300","41300","41300","0.966181102123618","0.875341915812783","0.9949639974281714","41300","41300","41300"
"21251","0.27491429242452053","0","0.5533747841278104","31552","31552","31552","0.8602980498767575","0.5904837526243779","0.9874882546891105","41553","41553","41553","0.9677774012528066","0.8839256349557459","0.9947027920134813","41553","41553","41553"
"21501","0.3015914858993354","0","0.6018988485342628","31805","31805","31805","0.8615443113187087","0.591968532575412","0.986669272134125","41806","41806","41806","0.9667917365747606","0.8716441139935797","0.9951326892398805","41806","41806","41806"
"21751","0.31742654490838634","0","0.5954031377492147","32058","32058","32058","0.8653158246300261","0.597238867294183","0.9883875898745648","42059","42059","42059","0.9667286285206631","0.8723721482292454","0.994892810619551","42059","42059","42059"
"22001","0.28991128343806594","0","0.5228250341254946","32311","32311","32311","0.8666544299574961","0.6038424035513007","0.9879081391456221","42312","42312","42312","0.9672223668908753","0.8708459096892242","0.9953980915833972","42312","42312","42312"
"22251","0.27148760349244305","0","0.5222915413252475","32564","32564","32564","0.8712166652472237","0.6075471123367376","0.9878261425598046","42565","42565","42565","0.9666489513438457","0.8765716656611792","0.9948161763725963","42565","42565","42565"
"22501","0.27832341349535034","0","0.5176786370657602","32817","32817","32817","0.8705551566592515","0.5942820828793823","0.9869844293136071","42818","42818","42818","0.9671717796581174","0.8776767668825239","0.9951638021098453","42818","42818","42818"
"22751","0.3052276477021026","0","0.639578267870125","33070","33070","33070","0.8730849657079636","0.6180498268637747","0.9873217618795557","43071","43071","43071","0.9658007011627305","0.8705046464051353","0.9944350312602479","43071","43071","43071"
"23001","0.28615391484305036","0","0.581998972685538","33323","33323","33323","0.8749669859972704","0.6148826311663081","0.9885609376499032","43324","43324","43324","0.9679334250019801","0.8826673760716702","0.9946230928333387","43324","43324","43324"
"23251","0.2620433426337821","0","0.5119769103823227","33576","33576","33576","0.8736658226993166","0.5978032900174277","0.9885533202853557","43577","43577","43577","0.9660322513611964","0.8693052673612393","0.9952473799604501","43577","43577","43577"
"23501","0.3317597588849146","0","0.6370455088420348","33829","33829","33829","0.877042651797361","0.6136855997334497","0.9877206748960242","43830","43830","43830","0.9674805320354629","0.8811326047706133","0.9948199310055078","43830","43830","43830"
"23751","0.25467670130527337","0","0.5197945958699973","34082","34082","34082","0.8723023047877458","0.6146073607850622","0.988332439494697","44083","44083","44083","0.9663576108330159","0.8741576956346592","0.994506451191119","44083","44083","44083"
"24001","0.2907626055019692","0","0.5832081210622205","34335","34335","34335","0.8755382582777088","0.6207993895756253","0.9864835814715939","44336","44336","44336","0.9671686841118767","0.8778960160661732","0.9946521667164544","44336","44336","44336"
"24251","0.2857808958098328","0","0.5518651396294441","34588","34588","34588","0.8730075657763278","0.5906763137475264","0.9876105803736669","44589","44589","44589","0.9664522707396559","0.8777987873378384","0.9944493369053031","44589","44589","44589"
"24501","0.2666449103200431","0","0.6548064212414988","34841","34841","34841","0.8731868893902333","0.5951357264447233","0.9873756708531789","44842","44842","44842","0.966784094200998","0.8825732894164418","0.9948757546252168","44842","44842","44842"
"24751","0.29416644373742107","0","0.6159457773125444","35094","35094","35094","0.8723465530131425","0.5964442492639824","0.98775450047914","45095","45095","45095","0.9671436662004427","0.8769535888296632","0.9948851941860154","45095","45095","45095"
"25001","0.281029911870771","0","0.5591761638350641","35347","35347","35347","0.8740574808415209","0.5881911291817071","0.9874751825807468","45348","45348","45348","0.9662370482678357","0.8752749809027259","0.9953987708109641","45348","45348","45348"
"25251","0.2994806389649466","0","0.5802018290571707","35600","35600","35600","0.8744738579547319","0.6055201350031736","0.9872188444961537","45601","45601","45601","0.9673275022211442","0.8812280037192942","0.994828138474419","45601","45601","45601"
"25501","0.28407852946442125","0","0.6167632471645593","35853","35853","35853","0.8757964577344455","0.6139852588272857","0.987328770763774","45854","45854","45854","0.967590473071418","0.8842261002541735","0.9951350549302842","45854","45854","45854"
"25751","0.3012035642843215","0","0.6334461687667976","36106","36106","36106","0.8762618777215063","0.6146932651661073","0.9872729877798694","46107","46107","46107","0.9660313927830586","0.8723576335417933","0.9948242871704854","46107","46107","46107"
"26001","0.2964107414700375","0","0.6308854791980876","36359","36359","36359","0.876426803616847","0.6040714439145627","0.9881250197974704","46360","46360","46360","0.966127882057376","0.8797187944750308","0.9949372613009544","46360","46360","46360"
"26251","0.2642817613030676","0","0.5584946472452259","36612","36612","36612","0.8779872741762862","0.6156170054984703","0.9862328682127898","46613","46613","46613","0.9668288461332308","0.8740241359042584","0.9952129859623974","46613","46613","46613"
"26501","0.29642901187689336","0","0.6054645373707392","36865","36865","36865","0.8758944308030457","0.6124505128393111","0.9869030747388509","46866","46866","46866","0.9674075110811471","0.886476588605598","0.994169318613494","46866","46866","46866"
"26751","0.27613210373917485","0","0.5171584466152178","37118","37118","37118","0.8765756131399989","0.6176007982890813","0.9862342510032026","47119","47119","47119","0.9665561665935867","0.8752026365616165","0.9949511895173745","47119","47119","47119"
"27001","0.30112468516062635","0","0.5788303149698711","37371","37371","37371","0.878648672068311","0.6189264101999008","0.9854745544358924","47372","47372","47372","0.9662857478913723","0.8718697129811135","0.9949291324033377","47372","47372","47372"
"27251","0.299015055190293","0","0.5700933131895383","37624","37624","37624","0.8782744898417825","0.6219463601418189","0.9861291473330182","47625","47625","47625","0.9671204295829756","0.8793588488886436","0.9949520430210986","47625","47625","47625"
"27501","0.2652867796425081","0","0.5404447897334181","37877","37877","37877","0.8795513928681065","0.6391384715021787","0.9852642652553144","47878","47878","47878","0.9679356144599737","0.8918284028853233","0.9943828180145661","47878","47878","47878"
"27751","0.2817757263351683","0","0.5890379165871419","38130","38130","38130","0.8764061988465917","0.6165113540381694","0.9851311506492713","48131","48131","48131","0.9666018280554068","0.8727724507560034","0.9945213308221245","48131","48131","48131"
"28001","0.30656476814169986","0","0.580717888209767","38383","38383","38383","0.875659482023282","0.6261932827648664","0.9844305103017525","48384","48384","48384","0.9668291969720453","0.8753033922294514","0.9953160101380648","48384","48384","48384"
"28251","0.26118208708232415","0","0.5454280569621252","38636","38636","38636","0.8784143534834753","0.613692905835775","0.9836244289440698","48637","48637","48637","0.9672263345933081","0.8821742020550002","0.9948288720632329","48637","48637","48637"
"28501","0.3004316802653035","0","0.5895714505020807","38889","38889","38889","0.874833987566784","0.6144722380507849","0.9850914948170161","48890","48890","48890","0.9671201943110784","0.876750057368397","0.9950999229769714","48890","48890","48890"
"28751","0.33486894384571875","0","0.6337885612425354","39142","39142","39142","0.8715653750829213","0.606455276673624","0.9831267128544198","49143","49143","49143","0.9666263682613894","0.8734962652571513","0.995081659113354","49143","49143","49143"
"29001","0.2907559531029328","0","0.691117283576225","39395","39395","39395","0.8711729884664855","0.5980000847585563","0.9834764438377883","49396","49396","49396","0.9660960208144228","0.8661784461686844","0.995010769092726","49396","49396","49396"
"29251","0.2915696421961681","0","0.6031225779076529","39648","39648","39648","0.8705170232032838","0.5971524772528807","0.9824603663028988","49649","49649","49649","0.9673752594726537","0.8830585825136869","0.9950836118145497","49649","49649","49649"
"29501","0.28490492742709256","0","0.6600362382260457","39901","39901","39901","0.8698515786157041","0.585500202661578","0.980057377304075","49902","49902","49902","0.9665734458744059","0.8738425919997961","0.9948574380754053","49902","49902","49902"
"29751","0.30476652077825983","0","0.591105682619808","40154","40154","40154","0.872156580901612","0.6033637829050368","0.9815231409787489","50155","50155","50155","0.9664950181344748","0.8773141491471428","0.9952646490578451","50155","50155","50155"
"30001","0.26644394559302687","0","0.5424575995729344","40407","40407","40407","0.8765660590972791","0.6309517249211375","0.9811249097577625","50408","50408","50408","0.9664954237976987","0.8751419213016219","0.994666673511714","50408","50408","50408"
"30251","0.31184279840762597","0","0.5856773694043698","40660","40660","40660","0.8719200915128071","0.6102008939926553","0.9797581562605755","50661","50661","50661","0.9654852978763058","0.8718981228379578","0.9946067150928176","50661","50661","50661"
"30501","0.26470652977201226","0","0.5862210761062358","40913","40913","40913","0.8739034307033939","0.6206055544751341","0.9798672783005373","50914","50914","50914","0.9674959634465328","0.8845828902247423","0.9948960708393826","50914","50914","50914"
"30751","0.2857169330560482","0","0.6354320272215787","41166","41166","41166","0.8713080425491073","0.5961676312514188","0.9790506154882309","51167","51167","51167","0.9662944003650897","0.8702921463279784","0.9945642862650356","51167","51167","51167"
