"stage2/step","Group: VaDE_Simple_cauchy - stage2/mcc_spearman","Group: VaDE_Simple_cauchy - stage2/mcc_spearman__MIN","Group: VaDE_Simple_cauchy - stage2/mcc_spearman__MAX","Group: VaDE_Simple_cauchy - _step","Group: VaDE_Simple_cauchy - _step__MIN","Group: VaDE_Simple_cauchy - _step__MAX","Group: Danru_Simple_cauchy - stage2/mcc_spearman","Group: Danru_Simple_cauchy - stage2/mcc_spearman__MIN","Group: Danru_Simple_cauchy - stage2/mcc_spearman__MAX","Group: Danru_Simple_cauchy - _step","Group: Danru_Simple_cauchy - _step__MIN","Group: Danru_Simple_cauchy - _step__MAX","Group: Ours_Simple_cauchy - stage2/mcc_spearman","Group: Ours_Simple_cauchy - stage2/mcc_spearman__MIN","Group: Ours_Simple_cauchy - stage2/mcc_spearman__MAX","Group: Ours_Simple_cauchy - _step","Group: Ours_Simple_cauchy - _step__MIN","Group: Ours_Simple_cauchy - _step__MAX"
"63751","0","0","0","74562","74562","74562","0.4059381181024898","0.301313621328047","0.5226070573635715","84563","84563","84563","0.712884736316892","0.6295463409518162","0.7664908412973048","84563","84563","84563"
"64001","0","0","0","74815","74815","74815","0.45821227557609934","0.2678327594782585","0.5825584749357033","84816","84816","84816","0.7140988517691826","0.6352184991841948","0.7707201846525468","84816","84816","84816"
"64251","0","0","0","75068","75068","75068","0.44277762949331984","0.33599655945870427","0.5722150203550848","85069","85069","85069","0.712869437499614","0.6283623522629015","0.7667360624397824","85069","85069","85069"
"64501","0","0","0","75321","75321","75321","0.42863892873248766","0.28765679915770975","0.5254566958789146","85322","85322","85322","0.7126763833818593","0.632372281805099","0.7662515309416555","85322","85322","85322"
"64751","0","0","0","75574","75574","75574","0.40054229204834757","0.2968886433928894","0.5476840647923306","85575","85575","85575","0.7130010752130534","0.6313313920699358","0.7687969986027987","85575","85575","85575"
"65001","0","0","0","75827","75827","75827","0.4316482078831504","0.29839219076633977","0.5704411613749629","85828","85828","85828","0.7126699459040076","0.6308512257479945","0.7703025415895445","85828","85828","85828"
"65251","0","0","0","76080","76080","76080","0.44790398413476007","0.31583563652509095","0.5515542350556155","86081","86081","86081","0.7130591359079752","0.6328242776995533","0.7716031259961739","86081","86081","86081"
"65501","0","0","0","76333","76333","76333","0.40896439376252686","0.2899108266681056","0.5593385211425811","86334","86334","86334","0.7129344828991409","0.6297939125542737","0.7687703587686544","86334","86334","86334"
"65751","0","0","0","76586","76586","76586","0.41641982092423585","0.30077866918433044","0.4910510533834218","86587","86587","86587","0.7128090855249302","0.6297810202900093","0.7634933974117941","86587","86587","86587"
"66001","0","0","0","76839","76839","76839","0.3860574878245931","0.09827695293592531","0.511628294337713","86840","86840","86840","0.7146859365272313","0.6320165057399939","0.7673966930148869","86840","86840","86840"
"66251","0","0","0","77092","77092","77092","0.4086697751994735","0.1481515567885754","0.5248518595660537","87093","87093","87093","0.7134055183858665","0.6302359978609732","0.7668920068831976","87093","87093","87093"
"66501","0","0","0","77345","77345","77345","0.4053436876407697","0.20698922779117576","0.5567703678323132","87346","87346","87346","0.7128740793374375","0.6298222951024202","0.7644528605209416","87346","87346","87346"
"66751","0","0","0","77598","77598","77598","0.41660647334922746","0.3094845797433194","0.5536574560889401","87599","87599","87599","0.7124270415804628","0.6280542242943753","0.7640475977314095","87599","87599","87599"
"67001","0","0","0","77851","77851","77851","0.42691321708861196","0.32207559047167056","0.5390359550630368","87852","87852","87852","0.7118622091736275","0.626405876136001","0.7659454008716314","87852","87852","87852"
"67251","0","0","0","78104","78104","78104","0.4186496057079383","0.2703327628388425","0.5788670890960254","88105","88105","88105","0.7134715359694234","0.6281914514201351","0.7640697458014357","88105","88105","88105"
"67501","0","0","0","78357","78357","78357","0.4202873777248256","0.3410519205912581","0.527491775375898","88358","88358","88358","0.7137902470288793","0.6280438904943141","0.7677919082992757","88358","88358","88358"
"67751","0","0","0","78610","78610","78610","0.4392956160031877","0.2681832134987277","0.5401721852328017","88611","88611","88611","0.7147421647242131","0.6278427835454926","0.7684185738230465","88611","88611","88611"
"68001","0","0","0","78863","78863","78863","0.439591317133619","0.2628667903093405","0.57839459715628","88864","88864","88864","0.7140511664185001","0.6279622826312962","0.7668615794713082","88864","88864","88864"
"68251","0","0","0","79116","79116","79116","0.4423118567327554","0.2709753105669945","0.5827724955478425","89117","89117","89117","0.7124458755168298","0.6279986342934878","0.7641900930338861","89117","89117","89117"
"68501","0","0","0","79369","79369","79369","0.39160393016964606","0.28133705860521424","0.5186058605464886","89370","89370","89370","0.7128023302324765","0.6291490872244567","0.7683462363523832","89370","89370","89370"
"68751","0","0","0","79622","79622","79622","0.4471422964119053","0.26383147779490707","0.5859252286400652","89623","89623","89623","0.7150201805995139","0.6302805989544237","0.7691391456067201","89623","89623","89623"
"69001","0","0","0","79875","79875","79875","0.4064585286306783","0.27480384834104304","0.5991189868427779","89876","89876","89876","0.7138011975589629","0.6284730655912626","0.7717996198122744","89876","89876","89876"
"69251","0","0","0","80128","80128","80128","0.4245182697800054","0.28938939641193007","0.5433137660052411","90129","90129","90129","0.714140225210376","0.6297172441276299","0.7671900794654789","90129","90129","90129"
"69501","0","0","0","80381","80381","80381","0.40804290340339733","0.26771550357040114","0.5168799873381565","90382","90382","90382","0.7148893841596224","0.6288614858217415","0.768709227893142","90382","90382","90382"
"69751","0","0","0","80634","80634","80634","0.4477166737290291","0.3225529926429729","0.5661786510404642","90635","90635","90635","0.7137785525674771","0.6272629088096268","0.7662804104920883","90635","90635","90635"
"70001","0","0","0","80887","80887","80887","0.4147277512984364","0.27193913042547935","0.53233507257437","90888","90888","90888","0.7124536049660676","0.6275285046589197","0.7672070657717273","90888","90888","90888"
"70251","0","0","0","81140","81140","81140","0.4178478784780781","0.28715424241460813","0.5360199040014985","91141","91141","91141","0.7120457502344477","0.6269607136833063","0.76691657090527","91141","91141","91141"
"70501","0","0","0","81393","81393","81393","0.42031395795225085","0.2922309264769745","0.5532538424340556","91394","91394","91394","0.7116414489841925","0.628080679280084","0.767386968897802","91394","91394","91394"
"70751","0","0","0","81646","81646","81646","0.40621866558929665","0.24896031889953196","0.5322574333494222","91647","91647","91647","0.7141825710896283","0.6279068237828399","0.7675135122956306","91647","91647","91647"
"71001","0","0","0","81899","81899","81899","0.45048901874929437","0.2834547645588817","0.5781052465924849","91900","91900","91900","0.7126438491596654","0.6278731428204634","0.7671154233913683","91900","91900","91900"
"71251","0","0","0","82152","82152","82152","0.4365180102338953","0.27474821501815166","0.5617634522622468","92153","92153","92153","0.7127069824104592","0.6294105626121754","0.7661693280409562","92153","92153","92153"
"71501","0","0","0","82405","82405","82405","0.45142825116782265","0.2940191430965362","0.5773832401218865","92406","92406","92406","0.7124448013056126","0.6250767263663725","0.7678350170606588","92406","92406","92406"
"71751","0","0","0","82658","82658","82658","0.40502769939516303","0.18484189373559276","0.5184890814611309","92659","92659","92659","0.7137965827949007","0.6280979287348728","0.7674809687326016","92659","92659","92659"
"72001","0","0","0","82911","82911","82911","0.4035988832597942","0.19576879455876173","0.6067813651419053","92912","92912","92912","0.7123430324403437","0.6262900537638699","0.7667365089092293","92912","92912","92912"
"72251","0","0","0","83164","83164","83164","0.4312132802649494","0.26578455238516757","0.582773794412576","93165","93165","93165","0.7131186481800615","0.6252659336859548","0.7702021314612021","93165","93165","93165"
"72501","0","0","0","83417","83417","83417","0.44573061773040046","0.2595558673249848","0.6020656234976184","93418","93418","93418","0.7122313120547311","0.6264665428515389","0.7640512619369094","93418","93418","93418"
"72751","0","0","0","83670","83670","83670","0.4044126545620267","0.2249858847163797","0.5651751914118653","93671","93671","93671","0.7128230178551106","0.6289234814740531","0.7721553142366444","93671","93671","93671"
"73001","0","0","0","83923","83923","83923","0.4217920544028487","0.2796081917572705","0.540226790162136","93924","93924","93924","0.7125629879500387","0.6266114766504446","0.7645979843934514","93924","93924","93924"
"73251","0","0","0","84176","84176","84176","0.4295028621364526","0.24170798619888978","0.5514008347045793","94177","94177","94177","0.7128756930413388","0.6310015865005554","0.7646919885691693","94177","94177","94177"
"73501","0","0","0","84429","84429","84429","0.406839610820349","0.21208499297761985","0.5451946522691841","94430","94430","94430","0.7131677276121847","0.6237741472023973","0.7705357707891617","94430","94430","94430"
"73751","0","0","0","84682","84682","84682","0.4063146354249024","0.26031656293568584","0.5536767228698415","94683","94683","94683","0.7116409695418784","0.6247877762304649","0.7655024751839093","94683","94683","94683"
"74001","0","0","0","84935","84935","84935","0.40325556861767764","0.2538660181643015","0.5388170828759477","94936","94936","94936","0.7131347549897525","0.623950131075894","0.7641914372767813","94936","94936","94936"
"74251","0","0","0","85188","85188","85188","0.36698151052070416","0.23031948919041864","0.5479998891998731","95189","95189","95189","0.7123579629754117","0.6274304139423913","0.7694478102649859","95189","95189","95189"
"74501","0","0","0","85441","85441","85441","0.41756119979359285","0.24444182428666214","0.5722787817990653","95442","95442","95442","0.7126465518508485","0.6238275075028036","0.7654795898348555","95442","95442","95442"
"74751","0","0","0","85694","85694","85694","0.4178235820160078","0.2982466346319668","0.54731049944221","95695","95695","95695","0.7123444721073062","0.6248599604934402","0.7655585155933958","95695","95695","95695"
"75001","0","0","0","85947","85947","85947","0.3940710400029247","0.26098034659121","0.510856424584721","95948","95948","95948","0.7119038255932972","0.6227391356527431","0.7662439591576035","95948","95948","95948"
"75251","0","0","0","86200","86200","86200","0.4072603403705554","0.2821743192373382","0.6030222184228509","96201","96201","96201","0.7129228534142934","0.6296890085144863","0.7633451610708551","96201","96201","96201"
"75501","0","0","0","86453","86453","86453","0.4474253415216811","0.2922952836582711","0.6136671607512975","96454","96454","96454","0.7116685373443754","0.6274209638773385","0.7600069059632465","96454","96454","96454"
"75751","0","0","0","86706","86706","86706","0.43692143127130445","0.27719111310413064","0.5703315757135226","96707","96707","96707","0.7106521587898385","0.6273266376138987","0.7549682850555782","96707","96707","96707"
"76001","0","0","0","86959","86959","86959","0.43706871220814386","0.27240196725040794","0.5663836150476825","96960","96960","96960","0.7121773669753393","0.6299118261006854","0.7584288419498643","96960","96960","96960"
"76251","0","0","0","87212","87212","87212","0.43367517438434866","0.28265694403877534","0.5724559717757681","97213","97213","97213","0.7120807951696004","0.628162552268882","0.7555064721119596","97213","97213","97213"
"76501","0","0","0","87465","87465","87465","0.41969591955074137","0.2679538037955253","0.5734839274414919","97466","97466","97466","0.7123444401666733","0.628100156008844","0.7594965683561319","97466","97466","97466"
"76751","0","0","0","87718","87718","87718","0.4049239840187996","0.2640329176057847","0.5371019256266791","97719","97719","97719","0.7110016443515195","0.626670727204303","0.7604022854758145","97719","97719","97719"
"77001","0","0","0","87971","87971","87971","0.39552646937809277","0.27078413533276546","0.5073158302208971","97972","97972","97972","0.7123475525002314","0.6300730070668618","0.760327882782697","97972","97972","97972"
"77251","0","0","0","88224","88224","88224","0.418006975524506","0.2512793962206143","0.5375425712669445","98225","98225","98225","0.7112737660056843","0.6254055430955016","0.7588265132223951","98225","98225","98225"
"77501","0","0","0","88477","88477","88477","0.4324108197444739","0.20548452765131917","0.5365366836403561","98478","98478","98478","0.7104786833858053","0.6241852544418944","0.7607400753018151","98478","98478","98478"
"77751","0","0","0","88730","88730","88730","0.4265900399713633","0.23109344689922295","0.5300771671520385","98731","98731","98731","0.7126498039222344","0.6262152424795359","0.7632842723694052","98731","98731","98731"
"78001","0","0","0","88983","88983","88983","0.40260032641178595","0.24693521924974604","0.5250684241639626","98984","98984","98984","0.7128393222051843","0.6283390211121677","0.7637138145940239","98984","98984","98984"
"78251","0","0","0","89236","89236","89236","0.43799284625937185","0.30209468433902703","0.573264468104716","99237","99237","99237","0.7116223049693225","0.6215058920146176","0.7604451745700579","99237","99237","99237"
"78501","0","0","0","89489","89489","89489","0.3924039468545234","0.2956809805245581","0.5383525819509437","99490","99490","99490","0.7117281732849372","0.6272574494557169","0.7652605126202993","99490","99490","99490"
"78751","0","0","0","89742","89742","89742","0.44118354805423754","0.3060037205536555","0.5411791142815269","99743","99743","99743","0.7123517679572803","0.6241442883160145","0.7636437905837417","99743","99743","99743"
"79001","0","0","0","89995","89995","89995","0.44736652718098757","0.29603588891992594","0.5607676809998078","99996","99996","99996","0.7125406300544868","0.6283562378018651","0.7630649161139623","99996","99996","99996"
"79251","0","0","0","90248","90248","90248","0.4291166653254209","0.3273958584538535","0.5195636041614548","100249","100249","100249","0.7123556866958718","0.6295267342753632","0.7631984320441229","100249","100249","100249"
"79501","0","0","0","90501","90501","90501","0.4023092790401974","0.2981046954323962","0.5512638612909886","100502","100502","100502","0.7118821839945227","0.6259303673073635","0.7635218501495299","100502","100502","100502"
"79751","0","0","0","90754","90754","90754","0.38791732469063833","0.26218810303304746","0.5924958121474838","100755","100755","100755","0.7116271138354666","0.6232148627725359","0.7632096167505654","100755","100755","100755"
"80001","0","0","0","91007","91007","91007","0.3945345258266118","0.28640190726209863","0.5572871944050389","101008","101008","101008","0.7129532630930134","0.6253580325766647","0.7637394298873992","101008","101008","101008"
"80251","0","0","0","91260","91260","91260","0.40819709765249107","0.2788133610024956","0.5276863544294473","101261","101261","101261","0.7127273454117133","0.6246877679132203","0.7629929593762977","101261","101261","101261"
"80501","0","0","0","91513","91513","91513","0.41896891040318635","0.3083922016249776","0.5449495214815314","101514","101514","101514","0.7121635127412016","0.6307120191826691","0.7641205639615033","101514","101514","101514"
"80751","0","0","0","91766","91766","91766","0.3712302074464709","0.2520091713362987","0.5249898949934099","101767","101767","101767","0.711286883226037","0.6237608369209289","0.7631680814152721","101767","101767","101767"
"81001","0","0","0","92019","92019","92019","0.4003598563692098","0.2177160894079546","0.5351366125046019","102020","102020","102020","0.7119933629911549","0.6257641731831768","0.7627589069566215","102020","102020","102020"
"81251","0","0","0","92272","92272","92272","0.402571492532563","0.2870531384524609","0.5439366934596759","102273","102273","102273","0.7112205616755995","0.6244243646379076","0.766573415265543","102273","102273","102273"
"81501","0","0","0","92525","92525","92525","0.4205345692502941","0.28963695606647694","0.5535447852818715","102526","102526","102526","0.711926690145849","0.6262099268017672","0.7646711055272687","102526","102526","102526"
"81751","0","0","0","92778","92778","92778","0.4419680094189388","0.3481233781402502","0.5769764691597298","102779","102779","102779","0.7118607602516938","0.6246538826640761","0.7660107545937839","102779","102779","102779"
"82001","0","0","0","93031","93031","93031","0.45353436595467966","0.3404929383982686","0.5741754202207296","103032","103032","103032","0.7123297649611919","0.6269383317323896","0.762504822505759","103032","103032","103032"
"82251","0","0","0","93284","93284","93284","0.4298760817400117","0.2613755530995488","0.5758463801104882","103285","103285","103285","0.7116050930160583","0.6253278398491474","0.7624594152796291","103285","103285","103285"
"82501","0","0","0","93537","93537","93537","0.4379069306893455","0.30397239668563136","0.5318942983426774","103538","103538","103538","0.7099612345402477","0.6225767175523474","0.7640721478305171","103538","103538","103538"
"82751","0","0","0","93790","93790","93790","0.4327160919321143","0.31470081357236307","0.5654533476827927","103791","103791","103791","0.7122941765744286","0.627482586557718","0.7633551714487298","103791","103791","103791"
"83001","0","0","0","94043","94043","94043","0.45149390779906257","0.36039159938090615","0.5604118046098621","104044","104044","104044","0.7124379005360453","0.6260874418455915","0.7639019275327028","104044","104044","104044"
"83251","0","0","0","94296","94296","94296","0.4527798609529052","0.3667516227676509","0.5717385020818376","104297","104297","104297","0.7124191855593492","0.625132766040707","0.7619679945508503","104297","104297","104297"
"83501","0","0","0","94549","94549","94549","0.4591638780302626","0.38640365098822516","0.5336764485740114","104550","104550","104550","0.7115649642882587","0.6231090271210109","0.7629728909765111","104550","104550","104550"
"83751","0","0","0","94802","94802","94802","0.4613519483300882","0.3629386805837913","0.5508228585409457","104803","104803","104803","0.7109136015832039","0.6268201906753382","0.7649870373485054","104803","104803","104803"
"84001","0","0","0","95055","95055","95055","0.4283327609162998","0.2984552168816853","0.5442291704802981","105056","105056","105056","0.7107789760416624","0.6227721396980457","0.7623372324947656","105056","105056","105056"
"84251","0","0","0","95308","95308","95308","0.42779890520344","0.3334393617747378","0.5204766086021317","105309","105309","105309","0.712251101016568","0.6274971244231297","0.7639005493107461","105309","105309","105309"
"84501","0","0","0","95561","95561","95561","0.4210436329772064","0.28592541252343695","0.5393643770952653","105562","105562","105562","0.7119099102600185","0.625038984109514","0.7661018209329443","105562","105562","105562"
"84751","0","0","0","95814","95814","95814","0.42830411771644145","0.2937144537756211","0.5403166554009888","105815","105815","105815","0.7131828336874824","0.6246068199633902","0.76537116625365","105815","105815","105815"
"85001","0","0","0","96067","96067","96067","0.3823553422652577","0.27670558953108176","0.533267412461068","106068","106068","106068","0.7121583664287692","0.626147831592153","0.7623160418498075","106068","106068","106068"
"85251","0","0","0","96320","96320","96320","0.4148145410695386","0.2952630359565875","0.5753036909983805","106321","106321","106321","0.7135564954431322","0.6294947903437569","0.7629491588027699","106321","106321","106321"
"85501","0","0","0","96573","96573","96573","0.4042065444949081","0.31998262535536803","0.5354341688428943","106574","106574","106574","0.71138214397029","0.6255074555811923","0.7639795266607495","106574","106574","106574"
"85751","0","0","0","96826","96826","96826","0.3857300018564692","0.2752480344074006","0.4915632191350585","106827","106827","106827","0.7124903878601583","0.6233327527395877","0.7639178347860188","106827","106827","106827"
"86001","0","0","0","97079","97079","97079","0.351331162901443","0.2097647670377457","0.5102354005800345","107080","107080","107080","0.7136990998126544","0.6244947421156642","0.7626682705746516","107080","107080","107080"
"86251","0","0","0","97332","97332","97332","0.37957943427770396","0.2340201960008602","0.5453565129634144","107333","107333","107333","0.7135132081194641","0.626546930814457","0.7659918479307071","107333","107333","107333"
"86501","0","0","0","97585","97585","97585","0.4652071371906457","0.24494262751546525","0.6048437829926429","107586","107586","107586","0.7110941863569746","0.6256073689536085","0.7637493558188039","107586","107586","107586"
"86751","0","0","0","97838","97838","97838","0.4410012516677795","0.24365102066366176","0.566367534739614","107839","107839","107839","0.7122916885979157","0.6274575199245767","0.7674852689607956","107839","107839","107839"
"87001","0","0","0","98091","98091","98091","0.434102574151081","0.29552984715639824","0.5344933463456211","108092","108092","108092","0.7124005178097017","0.6272532295530541","0.7656098448497146","108092","108092","108092"
"87251","0","0","0","98344","98344","98344","0.40298589010353003","0.2915809852896553","0.4874960860110485","108345","108345","108345","0.7127190220470168","0.6291019422397944","0.7671021526213283","108345","108345","108345"
"87501","0","0","0","98597","98597","98597","0.42403710996152333","0.2747731501464661","0.5228667961121589","108598","108598","108598","0.7122624116485631","0.620854510667273","0.7656361996281511","108598","108598","108598"
"87751","0","0","0","98850","98850","98850","0.44425474650340424","0.25673998761358224","0.5801536593458415","108851","108851","108851","0.7124336642290804","0.6252585445938105","0.7666964691393233","108851","108851","108851"
"88001","0","0","0","99103","99103","99103","0.4275887350651881","0.26757382313290234","0.5500994065637904","109104","109104","109104","0.7130698728782685","0.6242553636406909","0.7651216874385821","109104","109104","109104"
"88251","0","0","0","99356","99356","99356","0.42948060590169684","0.2677604610261674","0.5271705473947984","109357","109357","109357","0.7129645932261798","0.6233538961245827","0.7658572039444852","109357","109357","109357"
"88501","0","0","0","99609","99609","99609","0.4187643968186217","0.22983732201946924","0.5298100992282121","109610","109610","109610","0.7129686664006246","0.6235492608326877","0.7653941020361957","109610","109610","109610"
"88751","0","0","0","99862","99862","99862","0.404393984412813","0.21884507528696337","0.584409605185311","109863","109863","109863","0.7123691784047733","0.6215783138639784","0.7648608015839183","109863","109863","109863"
"89001","0","0","0","100115","100115","100115","0.4142044809657161","0.24690696465107154","0.5230326933417406","110116","110116","110116","0.7132172502616232","0.6273909827094372","0.7688630216589969","110116","110116","110116"
"89251","0","0","0","100368","100368","100368","0.39227409702643085","0.26837488455588726","0.5425263837263316","110369","110369","110369","0.714218166247322","0.6247742108381158","0.7679011240189367","110369","110369","110369"
"89501","0","0","0","100621","100621","100621","0.4021139548985696","0.2720368280018604","0.5620316136464426","110622","110622","110622","0.7149534990981441","0.6286557336385405","0.7681392322852596","110622","110622","110622"
"89751","0","0","0","100874","100874","100874","0.4006544548886114","0.2172590364782876","0.5140445300588593","110875","110875","110875","0.7148085553474908","0.6269749283006932","0.7685782270292476","110875","110875","110875"
"90001","0","0","0","101127","101127","101127","0.41738070559825025","0.2747079813211771","0.526700717190034","111128","111128","111128","0.7134573494652493","0.6181640099352905","0.7667806175083367","111128","111128","111128"
"90251","0","0","0","101380","101380","101380","0.4436481234885341","0.24520617488053617","0.5521803944709572","111381","111381","111381","0.7125069657128165","0.6254497801499755","0.7654954092927779","111381","111381","111381"
"90501","0","0","0","101633","101633","101633","0.4071175143014781","0.2089318466156116","0.529945725312861","111634","111634","111634","0.7136723586374523","0.6263676564679352","0.7663512586750457","111634","111634","111634"
"90751","0","0","0","101886","101886","101886","0.42784458728310054","0.2604268097278593","0.5481258053844144","111887","111887","111887","0.7135479694625056","0.6254820432191043","0.7673115085998178","111887","111887","111887"
"91001","0","0","0","102139","102139","102139","0.4376627216258977","0.2859105873284919","0.5710409115801497","112140","112140","112140","0.7139764779101962","0.625057750462387","0.7653001177770422","112140","112140","112140"
"91251","0","0","0","102392","102392","102392","0.42026030367707745","0.290386474344434","0.5527943056557166","112393","112393","112393","0.7126458235563427","0.625574081899918","0.7643942761739737","112393","112393","112393"
"91501","0","0","0","102645","102645","102645","0.4125126919318949","0.29118180133305765","0.5736807419128125","112646","112646","112646","0.712789650174921","0.6268134762011867","0.767767462213197","112646","112646","112646"
"91751","0","0","0","102898","102898","102898","0.41202454892596574","0.27024237205735274","0.5221580341646993","112899","112899","112899","0.7132546783187899","0.6255751086620527","0.764535200751748","112899","112899","112899"
"92001","0","0","0","103151","103151","103151","0.44386042386226093","0.2637788229795401","0.5529439588242399","113152","113152","113152","0.7138930485371486","0.6252047893427951","0.7694706936282918","113152","113152","113152"
"92251","0","0","0","103404","103404","103404","0.4437929539445637","0.2746407767181177","0.6036639970761138","113405","113405","113405","0.7134125414375125","0.6237652970970619","0.765600427224062","113405","113405","113405"
"92501","0","0","0","103657","103657","103657","0.4633515372161499","0.2550853372854253","0.5893624624206119","113658","113658","113658","0.7126632265674427","0.6274426749534406","0.7650627544180645","113658","113658","113658"
"92751","0","0","0","103910","103910","103910","0.42527224012391257","0.2590906345702711","0.5639677424459903","113911","113911","113911","0.7150470301454714","0.6285144574633968","0.7698010741453025","113911","113911","113911"
"93001","0","0","0","104163","104163","104163","0.39253681102418997","0.1959979246684199","0.5478461517468852","114164","114164","114164","0.7134933822167067","0.6238873384345265","0.7636756801237233","114164","114164","114164"
"93251","0","0","0","104416","104416","104416","0.417084342318334","0.249217223221918","0.5460005782705872","114417","114417","114417","0.7133468540321815","0.6272916257088027","0.7658689774688029","114417","114417","114417"
"93501","0","0","0","104669","104669","104669","0.3824476166271379","0.14834045930486137","0.5438737261481355","114670","114670","114670","0.7135748677298898","0.6238428576225017","0.7660324363976851","114670","114670","114670"
"93751","0","0","0","104922","104922","104922","0.40967289773668797","0.24307248344987534","0.555500172529107","114923","114923","114923","0.7132450983282358","0.6227672422029751","0.7667220765129062","114923","114923","114923"
"94001","0","0","0","105175","105175","105175","0.416131424794867","0.275521152907154","0.5604836609957712","115176","115176","115176","0.7127992252442507","0.6225306936788249","0.7663946845360482","115176","115176","115176"
"94251","0","0","0","105428","105428","105428","0.41344681102812786","0.28418103874759","0.5560813507409823","115429","115429","115429","0.7120643055095321","0.6234705720811543","0.7684401078055152","115429","115429","115429"
"94501","0","0","0","105681","105681","105681","0.420882173738084","0.2808365487539149","0.5486450760491403","115682","115682","115682","0.7147932906820057","0.6278512185027333","0.7649353358821379","115682","115682","115682"
"94751","0","0","0","105934","105934","105934","0.4195958490794395","0.2820287284093704","0.5413194144279884","115935","115935","115935","0.7126787403716843","0.6248226435319584","0.7652823498401421","115935","115935","115935"
"95001","0","0","0","106187","106187","106187","0.4086330569664002","0.28741592094295304","0.5187138716946503","116188","116188","116188","0.7133834031233005","0.6224712396682236","0.7642200854203117","116188","116188","116188"
"95251","0","0","0","106440","106440","106440","0.4130669230671618","0.26923864520343427","0.5489237855173097","116441","116441","116441","0.7142829329216621","0.6237369389418375","0.764707074820142","116441","116441","116441"
"95501","0","0","0","106693","106693","106693","0.42366262341575744","0.31471179173535624","0.5401064080989763","116694","116694","116694","0.7147928918277404","0.6245773139740071","0.7681272309882305","116694","116694","116694"
"95751","0","0","0","106946","106946","106946","0.3982457116230114","0.32542383359031585","0.5794578565049786","116947","116947","116947","0.7132271899666225","0.6257394679252193","0.7650398576052141","116947","116947","116947"
"96001","0","0","0","107199","107199","107199","0.41672697744980614","0.30030960163114456","0.5315444340885042","117200","117200","117200","0.7141694556429041","0.6225511983257775","0.766011270931877","117200","117200","117200"
"96251","0","0","0","107452","107452","107452","0.4107910314102082","0.28606006928716593","0.514663178058589","117453","117453","117453","0.714398066782375","0.6279735149230948","0.7686476826684437","117453","117453","117453"
"96501","0","0","0","107705","107705","107705","0.37271348588622094","0.11368676833973045","0.5025404039519462","117706","117706","117706","0.714130555389161","0.6244165220844023","0.7660009011312731","117706","117706","117706"
"96751","0","0","0","107958","107958","107958","0.36538681519050076","0.12677016598107518","0.5346459678521979","117959","117959","117959","0.7136208589686428","0.622509148942024","0.7688221415876727","117959","117959","117959"
"97001","0","0","0","108211","108211","108211","0.3993857644339114","0.25989912673297416","0.6217902486164294","118212","118212","118212","0.7133510664872069","0.6243845765851933","0.7658647909843751","118212","118212","118212"
"97251","0","0","0","108464","108464","108464","0.43100662847295385","0.2993288662389634","0.5616747870968535","118465","118465","118465","0.7133525323975906","0.6246805005190593","0.7675804844135959","118465","118465","118465"
"97501","0","0","0","108717","108717","108717","0.38291173587513727","0.2804138823342649","0.5539966791841575","118718","118718","118718","0.713976264837596","0.6243297863756325","0.7636620986823797","118718","118718","118718"
"97751","0","0","0","108970","108970","108970","0.42896820684026704","0.28657627751321035","0.5519595706368939","118971","118971","118971","0.7138055817249949","0.6216779829376317","0.7667796522498737","118971","118971","118971"
"98001","0","0","0","109223","109223","109223","0.4412024942884395","0.27781779881772245","0.5514342004825751","119224","119224","119224","0.7134024524479219","0.6276565402901612","0.7626030629781698","119224","119224","119224"
"98251","0","0","0","109476","109476","109476","0.4233116645053102","0.31600980522934","0.5571446255212674","119477","119477","119477","0.713088230218448","0.6214733801425268","0.7663893157167762","119477","119477","119477"
"98501","0","0","0","109729","109729","109729","0.40380792429643453","0.2928778189136819","0.5503130098717338","119730","119730","119730","0.7152907322834821","0.6261015820593367","0.7671762790955289","119730","119730","119730"
"98751","0","0","0","109982","109982","109982","0.3991842975652219","0.2833170000804786","0.5498985217896365","119983","119983","119983","0.713942913492295","0.6252438498427747","0.7649220008922684","119983","119983","119983"
"99001","0","0","0","110235","110235","110235","0.3803406488961595","0.26955781199409873","0.5194006341879512","120236","120236","120236","0.7128116425689328","0.6299951432517218","0.7651418097352357","120236","120236","120236"
"99251","0","0","0","110488","110488","110488","0.39890268018664965","0.2170786717905376","0.549362592704504","120489","120489","120489","0.7125457331969414","0.6235346713375503","0.7632899748780492","120489","120489","120489"
"99501","0","0","0","110741","110741","110741","0.4107160016401953","0.2688249287883206","0.5303910984421383","120742","120742","120742","0.7133846654234088","0.6234872490661961","0.7683319898377304","120742","120742","120742"
"99751","0","0","0","110994","110994","110994","0.43824083294896327","0.25523490125929243","0.5373584281989238","120995","120995","120995","0.7132892841112556","0.6291771920247097","0.7637811934198268","120995","120995","120995"
"100001","0","0","0","111247","111247","111247","0.39922904676982474","0.3059091968231706","0.5211748485078653","121248","121248","121248","0.7142609866158308","0.6237605785523564","0.7666207326010497","121248","121248","121248"
