"stage2/step","Group: Ours_BN_Simple_cauchy - stage2/mcc_pearson","Group: Ours_BN_Simple_cauchy - stage2/mcc_pearson__MIN","Group: Ours_BN_Simple_cauchy - stage2/mcc_pearson__MAX","Group: Ours_BN_Simple_cauchy - _step","Group: Ours_BN_Simple_cauchy - _step__MIN","Group: Ours_BN_Simple_cauchy - _step__MAX","Group: Ours_BN_Complicate_cauchy - stage2/mcc_pearson","Group: Ours_BN_Complicate_cauchy - stage2/mcc_pearson__MIN","Group: Ours_BN_Complicate_cauchy - stage2/mcc_pearson__MAX","Group: Ours_BN_Complicate_cauchy - _step","Group: Ours_BN_Complicate_cauchy - _step__MIN","Group: Ours_BN_Complicate_cauchy - _step__MAX","Group: Ours_Simple_cauchy - stage2/mcc_pearson","Group: Ours_Simple_cauchy - stage2/mcc_pearson__MIN","Group: Ours_Simple_cauchy - stage2/mcc_pearson__MAX","Group: Ours_Simple_cauchy - _step","Group: Ours_Simple_cauchy - _step__MIN","Group: Ours_Simple_cauchy - _step__MAX","Group: Ours_Complicate_cauchy - stage2/mcc_pearson","Group: Ours_Complicate_cauchy - stage2/mcc_pearson__MIN","Group: Ours_Complicate_cauchy - stage2/mcc_pearson__MAX","Group: Ours_Complicate_cauchy - _step","Group: Ours_Complicate_cauchy - _step__MIN","Group: Ours_Complicate_cauchy - _step__MAX"
"39501","0.4952212130831951","0.3177787024294166","0.648778549601611","60022","60022","60022","0.13005193707144722","0.058981361385799715","0.25945085227982057","60021.2","60020","60022","0.7115515771843731","0.3883979402031574","0.9837206151632069","60022","60022","60022","0.5593373073091765","0.3953706769850043","0.7118012714057288","60021.2","60020","60022"
"39751","0.4917789595220482","0.33481577765871307","0.6406387031992112","60275","60275","60275","0.11666926795699188","0.05277276419961444","0.23504939150155324","60274.2","60273","60275","0.6734718588836468","0.33602503016059204","0.8854065076454258","60275","60275","60275","0.5958964928103302","0.13209977550086133","0.8094475190083592","60274.2","60273","60275"
"40001","0.48662109937723785","0.30184983125705217","0.8274611090671303","60528","60528","60528","0.13451638625669618","0.051542509271622704","0.22572672704909585","60527.2","60526","60528","0.6823674769084869","0.3664308090157819","0.9418679828452646","60528","60528","60528","0.5933376763989422","0.43504023103859046","0.7360398602355185","60527.2","60526","60528"
"40251","0.4929324723581937","0.35496192364790646","0.758811838840007","60781","60781","60781","0.11848930832714522","0.04768156598405215","0.1984772235902799","60780.2","60779","60781","0.7303130038286859","0.38184768078897796","0.977185805638003","60781","60781","60781","0.601582863671385","0.5172823808114668","0.7364692739600052","60780.2","60779","60781"
"40501","0.521736821405878","0.35663705266492873","0.6423385493994029","61034","61034","61034","0.1179897469469617","0.05407868911389009","0.23289864771169633","61033.2","61032","61034","0.6603441462167838","0.36021038827320334","0.98212874277905","61034","61034","61034","0.4693703987441761","0.1369134531282539","0.750159575598632","61033.2","61032","61034"
"40751","0.5304339100610034","0.3690567482159462","0.7235830071890909","61287","61287","61287","0.18863129926802194","0.06404752848479929","0.3486407327979723","61286.2","61285","61287","0.7628157596189478","0.4760733042722379","0.9669440681311344","61287","61287","61287","0.5334063325094274","0.39172170142783225","0.6271062218580983","61286.2","61285","61287"
"41001","0.581339435334866","0.36585747339657765","0.783267850067992","61540","61540","61540","0.14581453932070218","0.06498564881829597","0.27850210112673274","61539.2","61538","61540","0.7646280961926489","0.49230993407049467","0.9642602536511138","61540","61540","61540","0.5126439921244255","0.32669807267201156","0.6226293473266871","61539.2","61538","61540"
"41251","0.531522601903071","0.45621750878949197","0.6542245868002784","61793","61793","61793","0.11477771006691802","0.058626071430736656","0.241634257547165","61792.2","61791","61793","0.7599386488470863","0.4520426684383008","0.9694861353592502","61793","61793","61793","0.5798972028532665","0.4194685618080031","0.7325375801978661","61792.2","61791","61793"
"41501","0.45713675711134555","0.30893395699826637","0.6281029477703992","62046","62046","62046","0.10330859674704847","0.0475219976058924","0.3015863497835762","62045.2","62044","62046","0.7358207171353327","0.5451533101065507","0.9794381694247222","62046","62046","62046","0.547189722030723","0.10717018345433191","0.7175211782306501","62045.2","62044","62046"
"41751","0.5481310029744065","0.3676276672611745","0.802824859815901","62299","62299","62299","0.10350491284992513","0.048438151298404966","0.14956204728632377","62298.2","62297","62299","0.6849906933705664","0.3358097797276445","0.9762336780199302","62299","62299","62299","0.5534942603925578","0.29855938637044044","0.7802301852977225","62298.2","62297","62299"
"42001","0.4941497332588039","0.31063601864733553","0.7170040593007405","62552","62552","62552","0.1359087840552667","0.05443957404704035","0.2556040430704896","62551.2","62550","62552","0.6683063395667201","0.4567306125091941","0.9596649771339191","62552","62552","62552","0.4956497857394391","0.27652908984836677","0.7319703123723741","62551.2","62550","62552"
"42251","0.5083521673717748","0.2856814410658905","0.8189726894909475","62805","62805","62805","0.13911523283795485","0.05164929199534115","0.28559763124492143","62804.2","62803","62805","0.7141710460556887","0.4783107896523504","0.8684172412346912","62805","62805","62805","0.5577974826122123","0.42188411762323524","0.7501241022228518","62804.2","62803","62805"
"42501","0.5581404796546167","0.37935963715742965","0.9675711834898325","63058","63058","63058","0.19354023105608292","0.07656735119031646","0.45120638856042217","63057.2","63056","63058","0.7712486769717476","0.5116175164954277","0.9582382779037114","63058","63058","63058","0.5172508608078432","0.2949440922662959","0.7161072018706302","63057.2","63056","63058"
"42751","0.5384984136225726","0.33388539004815104","0.7004305864750009","63311","63311","63311","0.17490545791016066","0.05865496512933388","0.4474366726791058","63310.2","63309","63311","0.7707338191137352","0.6233357257223185","0.9778099324697359","63311","63311","63311","0.5367265282371512","0.36144064014376487","0.6805181175525447","63310.2","63309","63311"
"43001","0.4986911109197301","0.37426277524505863","0.6987135479861272","63564","63564","63564","0.13365147988993933","0.059000008510875404","0.24652534175624238","63563.2","63562","63564","0.7636934462353767","0.5709993789617435","0.9821952219160228","63564","63564","63564","0.5339633060213977","0.4092425184001131","0.6289075926404193","63563.2","63562","63564"
"43251","0.5567574737467661","0.45967894553417504","0.6335500576586338","63817","63817","63817","0.15098302825165996","0.058442742138525225","0.3423624440472489","63816.2","63815","63817","0.746860581444291","0.511772752757234","0.9510384268502735","63817","63817","63817","0.5593456032494588","0.43965205742204494","0.6477862677978191","63816.2","63815","63817"
"43501","0.5166787820694011","0.32234457508868664","0.6746737836398592","64070","64070","64070","0.16169895968547993","0.04927541683449876","0.3669895347042694","64069.2","64068","64070","0.8383643693828768","0.6732262152568079","0.9838922612522328","64070","64070","64070","0.5181758494107579","0.21934052056037348","0.6959462138101769","64069.2","64068","64070"
"43751","0.5718684858889725","0.41805697174918377","0.7200704191592254","64323","64323","64323","0.1296373418886661","0.05836512190296298","0.2488052068172733","64322.2","64321","64323","0.7823624733157913","0.4042629539213944","0.9805971411394528","64323","64323","64323","0.5818367159078949","0.32504479289889704","0.7604350760489209","64322.2","64321","64323"
"44001","0.4998597213382389","0.3355220016659397","0.6939110092187953","64576","64576","64576","0.14503538175011912","0.06263164597914476","0.33171997791285945","64575.2","64574","64576","0.7879952501813373","0.4324944565782491","0.9833903092721071","64576","64576","64576","0.5795517838434032","0.38303954585855327","0.7782311828488236","64575.2","64574","64576"
"44251","0.521796063934095","0.34594573469099915","0.7600199046287424","64829","64829","64829","0.15345168436565623","0.05663798134963146","0.316398385489474","64828.2","64827","64829","0.7756890021557489","0.43037281518676224","0.9841829680389614","64829","64829","64829","0.5970162360814407","0.4653983808354809","0.7720018644494443","64828.2","64827","64829"
"44501","0.5285382889271909","0.3930331861061598","0.6992120861923844","65082","65082","65082","0.1773219392931526","0.08458990356373655","0.3986072053348624","65081.2","65080","65082","0.7528616613997461","0.5572950859789896","0.9470336267450673","65082","65082","65082","0.49881036717014904","0.3345373302013327","0.7215859150349709","65081.2","65080","65082"
"44751","0.5206892169568695","0.35315432365924915","0.7789317129345578","65335","65335","65335","0.10936402373717538","0.05428547177418882","0.17743684603097604","65334.2","65333","65335","0.5870710000808272","0.35638107439463157","0.9484830506354466","65335","65335","65335","0.603298024608629","0.37934573186202686","0.7594017458960169","65334.2","65333","65335"
"45001","0.47453982969813424","0.34451684305612246","0.642918650912407","65588","65588","65588","0.15878294578798777","0.05548695601682474","0.2986184574226497","65587.2","65586","65588","0.767744517369421","0.5616674065030216","0.90259287607945","65588","65588","65588","0.4425728450198805","0.19979273022429744","0.705803257571554","65587.2","65586","65588"
"45251","0.5471120251060528","0.4510013070836661","0.7249795353702928","65841","65841","65841","0.14587144664508467","0.0508352173947962","0.2860310941266003","65840.2","65839","65841","0.827271275968738","0.6319379661355594","0.9887709776923025","65841","65841","65841","0.5450946853183796","0.2727126170820967","0.6599843080058793","65840.2","65839","65841"
"45501","0.5471150942844323","0.3795010796589801","0.7614035732326165","66094","66094","66094","0.14141275753026827","0.047977038912407725","0.3405434566609288","66093.2","66092","66094","0.7923905867296631","0.6165945053678222","0.9557651646401103","66094","66094","66094","0.5165094694249918","0.20505846195765853","0.6248932534261776","66093.2","66092","66094"
"45751","0.4774866124357158","0.3540897324573662","0.6355420724429456","66347","66347","66347","0.14025634774565218","0.0483043207327029","0.2701398025829432","66346.2","66345","66347","0.7226723850235518","0.3459473069063368","0.9797723548047818","66347","66347","66347","0.5375951979233066","0.27657129010593334","0.6780059899685323","66346.2","66345","66347"
"46001","0.49130521926902854","0.3444516528410872","0.680150652084504","66600","66600","66600","0.17687551258501938","0.04686187163573168","0.3698357038965202","66599.2","66598","66600","0.7372603274072149","0.4963258301681013","0.977066619009508","66600","66600","66600","0.5474632856044306","0.3744067397961253","0.7366589100855545","66599.2","66598","66600"
"46251","0.5334847566318721","0.3813548360222166","0.6993457562358913","66853","66853","66853","0.12277462551120474","0.06746866123731789","0.23708922428662021","66852.2","66851","66853","0.7642408539960668","0.555881731747074","0.9438003417206252","66853","66853","66853","0.47189686510761647","0.11392901690332195","0.7053099226872765","66852.2","66851","66853"
"46501","0.5133259629666648","0.3279708367827457","0.6835849121497363","67106","67106","67106","0.13545161416557133","0.05156195936874858","0.3060888081617753","67105.2","67104","67106","0.8081478983896101","0.4254005331654533","0.9528036772575906","67106","67106","67106","0.5366795936541715","0.2601395970219489","0.6788157116251569","67105.2","67104","67106"
"46751","0.5105214724148364","0.342541100667143","0.7722190614580571","67359","67359","67359","0.16160986294018598","0.05267934911794059","0.32017477942472616","67358.2","67357","67359","0.7029482272996661","0.5004980133896698","0.9788359779283575","67359","67359","67359","0.5506680853662489","0.32931315549754114","0.6566141396212114","67358.2","67357","67359"
"47001","0.5052507637433534","0.4158713310816178","0.6148270919659327","67612","67612","67612","0.15576245259069563","0.057900614444135724","0.3122645593852666","67611.2","67610","67612","0.803664491685592","0.5963665528352243","0.9565657168586292","67612","67612","67612","0.5593331069972233","0.4282729308396288","0.7210605524269244","67611.2","67610","67612"
"47251","0.5293523407741582","0.3304822836673319","0.6553516735687487","67865","67865","67865","0.14329423968710023","0.06286924280663111","0.228880705371136","67864.2","67863","67865","0.7225908991584917","0.3352597756933085","0.9580476241145606","67865","67865","67865","0.5340840622143512","0.18623673145935177","0.7035529903545975","67864.2","67863","67865"
"47501","0.49718614817719065","0.34004402448513416","0.6419716731810322","68118","68118","68118","0.1476647642568481","0.074806765680729","0.2568251331680306","68117.2","68116","68118","0.7321034355348754","0.3374065822744659","0.9697190544374377","68118","68118","68118","0.5519968886339504","0.23291353174542828","0.6554502718106914","68117.2","68116","68118"
"47751","0.4870665567082916","0.35903907643472216","0.651048638150027","68371","68371","68371","0.15237383929871023","0.04885791816861292","0.41891353816650795","68370.2","68369","68371","0.7857104947775099","0.5646898927191745","0.964528738492819","68371","68371","68371","0.5795078331354899","0.25084966984217705","0.7913252271764866","68370.2","68369","68371"
"48001","0.4788846644504427","0.36046994531454096","0.6096386308294309","68624","68624","68624","0.1397279807676975","0.03981303512443689","0.4515747568731894","68623.2","68622","68624","0.6969714256862127","0.37054717249919533","0.9242910019787538","68624","68624","68624","0.5239792831036744","0.3856056233271065","0.6335314381354351","68623.2","68622","68624"
"48251","0.4545282390404514","0.3506028072946501","0.6211749131768668","68877","68877","68877","0.16164767816686737","0.04862526773532834","0.35086608208338227","68876.2","68875","68877","0.7765651475359331","0.5712652387319529","0.9449003477135003","68877","68877","68877","0.540115692998179","0.30996637916307446","0.7654902537629488","68876.2","68875","68877"
"48501","0.5319942566057309","0.37210806192718593","0.7545785599091355","69130","69130","69130","0.14608312929256131","0.059799795815799306","0.3034075382546063","69129.2","69128","69130","0.780164451713784","0.5393785204116904","0.972834237097632","69130","69130","69130","0.5675552660241381","0.3174988155548895","0.737835397777902","69129.2","69128","69130"
"48751","0.5267397357789801","0.347718861706849","0.7639158209025824","69383","69383","69383","0.15802724047144118","0.04427068556007731","0.24756590666153988","69382.2","69381","69383","0.790621814812446","0.6433728970037866","0.9719160945737126","69383","69383","69383","0.5243652995763095","0.3490259793326434","0.617073536136614","69382.2","69381","69383"
"49001","0.4904779466597267","0.3351508231672186","0.7063370127859053","69636","69636","69636","0.1370461700266066","0.04127453874655883","0.3221857929747263","69635.2","69634","69636","0.7321871737804392","0.452448285240764","0.9886691622373095","69636","69636","69636","0.5592649487634928","0.32135465938446384","0.6750366914921728","69635.2","69634","69636"
"49251","0.4992082556666711","0.34488849331566646","0.6633480050714954","69889","69889","69889","0.14744007724941974","0.0528433046508082","0.24944815314581933","69888.2","69887","69889","0.75655045778428","0.36645066861146436","0.9709102185499779","69889","69889","69889","0.5545333357949639","0.2599780021495955","0.7454747122564631","69888.2","69887","69889"
"49501","0.4711195669284057","0.30996274252778183","0.7186068359765355","70142","70142","70142","0.13765097253288558","0.0468708922835423","0.3637297292252213","70141.2","70140","70142","0.7950327735863021","0.6732697398166506","0.9866415160282046","70142","70142","70142","0.5940334445007939","0.49200587951122515","0.7235224588156145","70141.2","70140","70142"
"49751","0.5546597089663028","0.40230156692817554","0.8001907496596012","70395","70395","70395","0.11569501945800383","0.05178922588904605","0.20875297060111625","70394.2","70393","70395","0.7895752889418983","0.4732179387959709","0.9781416888693445","70395","70395","70395","0.5989735085310477","0.5568679377874638","0.6980004968951519","70394.2","70393","70395"
"50001","0.5175082213340841","0.3295401496581946","0.67533869870667","70648","70648","70648","0.1548239178883955","0.05811780686016134","0.3996033685864443","70647.2","70646","70648","0.7540209826682089","0.5957830471911506","0.9422547231710361","70648","70648","70648","0.5168557433971791","0.30508341054877103","0.7458412108408208","70647.2","70646","70648"
"50251","0.48196488051810454","0.36713069685378663","0.6148061780749633","70901","70901","70901","0.150480690752542","0.06837865401245516","0.33700830968633116","70900.2","70899","70901","0.7632873993335452","0.49279769179402555","0.9435144266565288","70901","70901","70901","0.5705031622439388","0.2577183631454697","0.7189655585903991","70900.2","70899","70901"
"50501","0.4927370166670289","0.28958029752141","0.6285660140310513","71154","71154","71154","0.12115951847140374","0.06292550473488305","0.2209820087707736","71153.2","71152","71154","0.7645287251788313","0.5515886791703247","0.9716553481385697","71154","71154","71154","0.5770631871932681","0.3404779731153995","0.7073657397226324","71153.2","71152","71154"
"50751","0.5562047754146993","0.43785071904347417","0.6726427689463041","71407","71407","71407","0.12893777618466776","0.06587093301455473","0.250559009119418","71406.2","71405","71407","0.7162479267737341","0.4205741360371594","0.9361027344041473","71407","71407","71407","0.546977823525381","0.32583520775186986","0.7719290031131705","71406.2","71405","71407"
"51001","0.5194592193617382","0.37422939493952684","0.6812247450090522","71660","71660","71660","0.16619644730565078","0.06329052351302852","0.41083388272602794","71659.2","71658","71660","0.80912722561477","0.634583921232634","0.9875854934073227","71660","71660","71660","0.49475790491828275","0.20327634430689448","0.7528393609958155","71659.2","71658","71660"
"51251","0.4759334392620554","0.35933054701880346","0.6353052436601181","71913","71913","71913","0.11999635001169089","0.0626682476470777","0.2246210989400408","71912.2","71911","71913","0.7623457387336703","0.4577758620213026","0.9821457835026889","71913","71913","71913","0.5169982104026075","0.20961196997233528","0.6998486246945366","71912.2","71911","71913"
"51501","0.5181953867776884","0.3634899020133009","0.7668490787601231","72166","72166","72166","0.17280479232011184","0.0498658812032237","0.26405916372908333","72165.2","72164","72166","0.7645082566521382","0.5696957649503988","0.9710850252736201","72166","72166","72166","0.5591718193993207","0.3764129161343043","0.69940304056825","72165.2","72164","72166"
"51751","0.565519334106414","0.35274872535183815","0.7168507028770007","72419","72419","72419","0.14336371727973174","0.0646811532079745","0.2755248820264709","72418.2","72417","72419","0.7390189212960346","0.4546027815836093","0.9287066923709434","72419","72419","72419","0.5722432033311791","0.2376684521053969","0.7537290607050158","72418.2","72417","72419"
"52001","0.5368976966991726","0.3423468517479901","0.6783842539604654","72672","72672","72672","0.13961455972081382","0.06146138184250817","0.30828291915671413","72671.2","72670","72672","0.7865070175581729","0.6287409983821806","0.9757965678666757","72672","72672","72672","0.5578953698186099","0.3684139871956308","0.7446601392569636","72671.2","72670","72672"
"52251","0.5290292385487001","0.3632599208859071","0.6366693165298524","72925","72925","72925","0.13454133925068362","0.04903338561267083","0.2877964663594991","72924.2","72923","72925","0.7739465933845673","0.6176188745208661","0.9742109537458213","72925","72925","72925","0.5461586468312036","0.2856413760406582","0.7686147144746629","72924.2","72923","72925"
"52501","0.4968269352952589","0.3346197227720679","0.6335162102112933","73178","73178","73178","0.13279390292152876","0.05415418932322323","0.39623210245463425","73177.2","73176","73178","0.7510871519183931","0.4712959518996002","0.9697192653398957","73178","73178","73178","0.587958380105545","0.41052690052024865","0.820124697512355","73177.2","73176","73178"
"52751","0.5299689309354676","0.3979147672194298","0.7866172443730465","73431","73431","73431","0.13691991082991267","0.06101769582015938","0.2524517097047082","73430.2","73429","73431","0.7317712618800176","0.349401635909466","0.9573372736027462","73431","73431","73431","0.5467065167683047","0.3336057896362555","0.6927666343584917","73430.2","73429","73431"
"53001","0.5233167057526898","0.2724006571167422","0.874139355678059","73684","73684","73684","0.16426959710404002","0.06496876660701478","0.33328322726890103","73683.2","73682","73684","0.7703511043577759","0.4343772359166412","0.9795449808344013","73684","73684","73684","0.5173114444053988","0.21549715578475676","0.7639305684755922","73683.2","73682","73684"
"53251","0.5619198313542054","0.382326682750326","0.7807604323127433","73937","73937","73937","0.10933537363778298","0.06757585973466358","0.17890964738673693","73936.2","73935","73937","0.7595778931871762","0.4544508187455654","0.976350791279443","73937","73937","73937","0.5978866314533255","0.37225592855243683","0.7295057928947425","73936.2","73935","73937"
"53501","0.5087565860043217","0.34294826913624793","0.8386984257187272","74190","74190","74190","0.14427897861522682","0.06525711413780515","0.4049306413303876","74189.2","74188","74190","0.7370462744031042","0.4320522926686569","0.9698727417083367","74190","74190","74190","0.5874596188237315","0.4435911152078912","0.7650205959703568","74189.2","74188","74190"
"53751","0.5440459650339281","0.4220661777511699","0.6847350411750202","74443","74443","74443","0.1056821312860037","0.06053401350517629","0.21173866067388541","74442.2","74441","74443","0.7764307445770084","0.39552703864195554","0.9756872549066523","74443","74443","74443","0.5402204161387323","0.23858427483971276","0.698547388205822","74442.2","74441","74443"
"54001","0.5322876515667939","0.4268888307975021","0.6681116766582117","74696","74696","74696","0.11539768251970521","0.051056950204063076","0.23582655223409515","74695.2","74694","74696","0.7760518105931437","0.4551842768120122","0.9729641757750157","74696","74696","74696","0.5685045610009428","0.5130603411763849","0.6066596955599108","74695.2","74694","74696"
"54251","0.5386824544769219","0.3448694330989759","0.7280043416694287","74949","74949","74949","0.14234350634948784","0.04925586782917243","0.3644997257325716","74948.2","74947","74949","0.7600617806928839","0.5741231250729492","0.9691795915462601","74949","74949","74949","0.4988822723891368","0.2655286502717992","0.7138116311529135","74948.2","74947","74949"
"54501","0.4880219192122895","0.3176405659945902","0.7563708869704611","75202","75202","75202","0.11977361753248021","0.04792964564783725","0.232688479112231","75201.2","75200","75202","0.7681137088933269","0.3813050670007136","0.9670937323545562","75202","75202","75202","0.5539833771415104","0.28514027351171467","0.7881549991465799","75201.2","75200","75202"
"54751","0.5570995274921844","0.40614066642643126","0.7637627150507074","75455","75455","75455","0.14082015428365352","0.04456161550895612","0.2949421335726358","75454.2","75453","75455","0.7958845473930902","0.59085637144873","0.9732184640396486","75455","75455","75455","0.5926463973505133","0.3952242433698159","0.7479077494800581","75454.2","75453","75455"
"55001","0.5471501507287402","0.3963800771260524","0.7246057246276679","75708","75708","75708","0.11928122772138954","0.05648666686283603","0.30960927956474876","75707.2","75706","75708","0.7076173954268423","0.4492547637121627","0.9824081095530497","75708","75708","75708","0.592690062191205","0.30094511817171465","0.7644521971608074","75707.2","75706","75708"
"55251","0.5434938679881166","0.36953173778816534","0.709308548521561","75961","75961","75961","0.1465849075047362","0.07012351372580036","0.25953827244910666","75960.2","75959","75961","0.8241922596063309","0.6133264187246206","0.9834286866710737","75961","75961","75961","0.5418088657602256","0.24702718585851113","0.7639275453376235","75960.2","75959","75961"
"55501","0.5567635028828707","0.3824981080679564","0.7769150318269235","76214","76214","76214","0.13458899881951875","0.05771378656622141","0.3909946781613027","76213.2","76212","76214","0.7642532550629696","0.5160028714456716","0.9368793213722442","76214","76214","76214","0.5673132766187838","0.40162862534467364","0.6802232528557564","76213.2","76212","76214"
"55751","0.5508478208561065","0.3472203426403744","0.8950615345726624","76467","76467","76467","0.16630533729635577","0.07973614621328724","0.2509529408628334","76466.2","76465","76467","0.6989479504028993","0.4385913748525119","0.9290257693582267","76467","76467","76467","0.5128059296684505","0.27399596006196414","0.7833542599837588","76466.2","76465","76467"
"56001","0.485096232035767","0.3493416644720518","0.6856144969676787","76720","76720","76720","0.14165736218183303","0.04666389803973723","0.2802722869737463","76719.2","76718","76720","0.6737371107639898","0.34472186143977956","0.8726288767623287","76720","76720","76720","0.574391185031089","0.3802651837326624","0.8102367057413632","76719.2","76718","76720"
"56251","0.494804886088802","0.3655061676114904","0.6883330474767949","76973","76973","76973","0.11302390747184246","0.06163797914778428","0.20357205911694942","76972.2","76971","76973","0.7589364001263608","0.597637796030666","0.9679940177314322","76973","76973","76973","0.5462137530834041","0.23173801408105832","0.6977491311814431","76972.2","76971","76973"
"56501","0.52558328069864","0.34786312119036494","0.665220544447177","77226","77226","77226","0.14446034586760276","0.06288818358347117","0.2894164244454044","77225.2","77224","77226","0.7177371488616345","0.4476606356667552","0.9314188266426413","77226","77226","77226","0.5640352080426255","0.33116561156445745","0.8036497294739393","77225.2","77224","77226"
"56751","0.5036685817267357","0.3819970713410414","0.6457788074958252","77479","77479","77479","0.17605279946063407","0.06243502901487905","0.46421159920970567","77478.2","77477","77479","0.843591446292578","0.6731125680242025","0.9552896236974496","77479","77479","77479","0.5488753393643954","0.3892236205850675","0.6545763432242427","77478.2","77477","77479"
"57001","0.48475531524111604","0.34537734718334995","0.6562058643725405","77732","77732","77732","0.12383534175367503","0.05281347826908497","0.39516516077286834","77731.2","77730","77732","0.7527184893079284","0.36418640428229293","0.982306867178575","77732","77732","77732","0.5802976020604292","0.4875038129144474","0.6808343000797985","77731.2","77730","77732"
"57251","0.5448211771365384","0.38913304041512115","0.678745203826447","77985","77985","77985","0.11971899666382715","0.050723044477410696","0.22193706505446933","77984.2","77983","77985","0.8020268169391617","0.5689052045792541","0.9624712509731733","77985","77985","77985","0.53670400588968","0.31438609529504224","0.7256723503284833","77984.2","77983","77985"
"57501","0.472220484927983","0.3268179001917712","0.6694631977924068","78238","78238","78238","0.126522755970704","0.05249058852006548","0.25530027116481696","78237.2","78236","78238","0.7188531820855528","0.3787137447095543","0.9810346170950529","78238","78238","78238","0.5951549341788451","0.38371486235352115","0.7841871450570694","78237.2","78236","78238"
"57751","0.5127402998661804","0.28313802233596036","0.7079740862842523","78491","78491","78491","0.18025998360128045","0.06832384376284231","0.2900667116631853","78490.2","78489","78491","0.76359605013713","0.5753336615068629","0.9664843864128296","78491","78491","78491","0.499914931658931","0.3625748277315589","0.6015793486363903","78490.2","78489","78491"
"58001","0.5445030291795716","0.3934762989274958","0.6946620732601315","78744","78744","78744","0.12274462551068085","0.04936693417367071","0.18642698946082148","78743.2","78742","78744","0.7512690478309056","0.4872619439063646","0.9530259131556789","78744","78744","78744","0.5805790893701126","0.42294980911305347","0.7057182209261196","78743.2","78742","78744"
"58251","0.5163150804704822","0.3318598114360259","0.7366426184560574","78997","78997","78997","0.13579770624684015","0.05707915826781973","0.319738007703675","78996.2","78995","78997","0.7951228085685399","0.4178371201168623","0.9812851414690108","78997","78997","78997","0.5714993681495801","0.3047268947210607","0.7354978319860591","78996.2","78995","78997"
"58501","0.5031608606424982","0.3483113527228272","0.6380934775974213","79250","79250","79250","0.1360228236484114","0.05296130859026114","0.23476740054868786","79249.2","79248","79250","0.7286698655609933","0.3733782376744286","0.9005126916579611","79250","79250","79250","0.5484495280968846","0.3009498728530803","0.6984512634793597","79249.2","79248","79250"
"58751","0.4939625459219382","0.4022241644185802","0.6722519366575908","79503","79503","79503","0.1594598748994372","0.05817920619765073","0.2743793225994764","79502.2","79501","79503","0.7447276821484087","0.5346754836030828","0.9757207288949493","79503","79503","79503","0.5646595725436102","0.2795185024867846","0.7145842707044752","79502.2","79501","79503"
"59001","0.5251516122413797","0.324024864380346","0.6824101544251162","79756","79756","79756","0.190048611987594","0.06222240509740588","0.3910835032452097","79755.2","79754","79756","0.7174463800302906","0.43861909909860763","0.9572001633147421","79756","79756","79756","0.57250945928297","0.3257432093381279","0.7715658847980029","79755.2","79754","79756"
"59251","0.5908604206720479","0.40994364370242947","0.8379956471638917","80009","80009","80009","0.11935235994329221","0.05372629214380703","0.25431880824079045","80008.2","80007","80009","0.7993096978795137","0.43882684513795217","0.9919536971460285","80009","80009","80009","0.5799462041783582","0.327684704732987","0.7448498888905876","80008.2","80007","80009"
"59501","0.4882276166141656","0.35942424785946175","0.7408584611141786","80262","80262","80262","0.1349267490972095","0.05633102377543575","0.3581294733764877","80261.2","80260","80262","0.7516380889020781","0.5026708134537591","0.9241874347317625","80262","80262","80262","0.5962040379459914","0.431531246394513","0.7529236370999796","80261.2","80260","80262"
"59751","0.4759895561734545","0.33832350493082064","0.6517664930924825","80515","80515","80515","0.12986131695585212","0.04997501399555254","0.25320122045560123","80514.2","80513","80515","0.7548407679643463","0.40735592318454233","0.9292240153037988","80515","80515","80515","0.5790422266634805","0.34607091015796027","0.7882315928036399","80514.2","80513","80515"
"60001","0.44841931648677696","0.32644913757972566","0.6480020404527084","80768","80768","80768","0.16196748434539626","0.05486267388904108","0.2694957148184791","80767.2","80766","80768","0.73766991939367","0.44512540155961294","0.9738955365752268","80768","80768","80768","0.5333697602859118","0.3984066768214179","0.6768237796919603","80767.2","80766","80768"
"60251","0.5164724025416952","0.3728791872046208","0.6019974683828763","81021","81021","81021","0.14687969515891275","0.0600872329803965","0.25642383361045223","81020.2","81019","81021","0.7119023440638481","0.4801947926236143","0.932161814018759","81021","81021","81021","0.5025322861376853","0.29057144383466754","0.785681007160339","81020.2","81019","81021"
"60501","0.5170457916947687","0.3421710902659838","0.6428047718493379","81274","81274","81274","0.14475999264242081","0.05964151995423885","0.30933086175320545","81273.2","81272","81274","0.8234227049300499","0.5713219939567594","0.9824408740775015","81274","81274","81274","0.480044634051776","0.2525796387492397","0.659426010484405","81273.2","81272","81274"
"60751","0.4742436484689909","0.26865161890857875","0.73128542563978","81527","81527","81527","0.1374914280402703","0.04497770456700641","0.24242745835145785","81526.2","81525","81527","0.7571565754672174","0.5773853276486817","0.9723348930799444","81527","81527","81527","0.6158279105351365","0.4267780175104723","0.7998818584156281","81526.2","81525","81527"
"61001","0.5216964611451372","0.3563951120260432","0.6735140855436462","81780","81780","81780","0.17223665942647687","0.059732278945678285","0.38400796002048426","81779.2","81778","81780","0.6968474227225827","0.4563573867954933","0.9471078970545416","81780","81780","81780","0.4746877669801825","0.24813246475101","0.6847186182035631","81779.2","81778","81780"
