"stage1/step","Group: Ours_BN_Simple_cauchy - stage1/mcc_pearson","Group: Ours_BN_Simple_cauchy - stage1/mcc_pearson__MIN","Group: Ours_BN_Simple_cauchy - stage1/mcc_pearson__MAX","Group: Ours_BN_Simple_cauchy - _step","Group: Ours_BN_Simple_cauchy - _step__MIN","Group: Ours_BN_Simple_cauchy - _step__MAX","Group: Ours_BN_Complicate_cauchy - stage1/mcc_pearson","Group: Ours_BN_Complicate_cauchy - stage1/mcc_pearson__MIN","Group: Ours_BN_Complicate_cauchy - stage1/mcc_pearson__MAX","Group: Ours_BN_Complicate_cauchy - _step","Group: Ours_BN_Complicate_cauchy - _step__MIN","Group: Ours_BN_Complicate_cauchy - _step__MAX","Group: Ours_Simple_cauchy - stage1/mcc_pearson","Group: Ours_Simple_cauchy - stage1/mcc_pearson__MIN","Group: Ours_Simple_cauchy - stage1/mcc_pearson__MAX","Group: Ours_Simple_cauchy - _step","Group: Ours_Simple_cauchy - _step__MIN","Group: Ours_Simple_cauchy - _step__MAX","Group: Ours_Complicate_cauchy - stage1/mcc_pearson","Group: Ours_Complicate_cauchy - stage1/mcc_pearson__MIN","Group: Ours_Complicate_cauchy - stage1/mcc_pearson__MAX","Group: Ours_Complicate_cauchy - _step","Group: Ours_Complicate_cauchy - _step__MIN","Group: Ours_Complicate_cauchy - _step__MAX"
"2501","0.5842225446160803","0.37887637142890823","0.761058717040639","5014","5014","5014","0.3276903379970707","0.16474220755744612","0.44840774482775814","5014","5014","5014","0.6479533161293984","0.39283200849509187","0.8676690279579748","5014","5014","5014","0.39872582076043994","0.2577550608565392","0.5221916211852009","5014","5014","5014"
"2751","0.5383898857076705","0.40942466676299444","0.7247242342950035","5515","5515","5515","0.33330398086096474","0.19652554948272202","0.43438572788394947","5515","5515","5515","0.6214980924390969","0.36173714525986256","0.8359912390439055","5515","5515","5515","0.3724148892538771","0.19420176140401751","0.5498653260623385","5515","5515","5515"
"3001","0.5683057366134386","0.3413085948676919","0.7476608399293124","6016","6016","6016","0.32714602142064286","0.2381377525085549","0.4213040268334828","6016","6016","6016","0.6459644410862377","0.3445105838930575","0.8645891379012195","6016","6016","6016","0.4108757625251626","0.19469561003812264","0.535069087343617","6016","6016","6016"
"3251","0.5593710172931532","0.38188355781661953","0.7561835722337594","6517","6517","6517","0.35604316984426937","0.20256003430088482","0.4816525618853498","6517","6517","6517","0.5848335058076072","0.3612916940118944","0.78684097071369","6517","6517","6517","0.4200473383248526","0.21140500336393875","0.5707945963158445","6517","6517","6517"
"3501","0.5782342623064866","0.40547114880889223","0.720893566155708","7018","7018","7018","0.3744074953541182","0.3053030200332604","0.5295364829500846","7018","7018","7018","0.6332611696517821","0.42312072278888263","0.7609816693730447","7018","7018","7018","0.4694149884859267","0.37713596357786894","0.630089713602746","7018","7018","7018"
"3751","0.5180512580939899","0.4337053872054917","0.7119199973108682","7519","7519","7519","0.3356445863037365","0.21453517727377994","0.47003262518689076","7519","7519","7519","0.6136553818587","0.43103138890501685","0.7382072415990546","7519","7519","7519","0.4365909790131036","0.2195267083463312","0.5494845878007018","7519","7519","7519"
"4001","0.5887215031647696","0.4513293219809653","0.7335153198576919","8020","8020","8020","0.3820829490168425","0.22083638286032325","0.5424822756681615","8020","8020","8020","0.6682806343809321","0.5118518763373364","0.8097507683281092","8020","8020","8020","0.49211006125714196","0.3731562095059788","0.626630290110953","8020","8020","8020"
"4251","0.5333745230881266","0.43378039229859994","0.6548231082864845","8521","8521","8521","0.31881001723216273","0.23744308200256686","0.4560566108904257","8521","8521","8521","0.6595466046525209","0.4261804755497269","0.8424472293836155","8521","8521","8521","0.42694931613739595","0.31309272028281604","0.5080413662519427","8521","8521","8521"
"4501","0.49269224317599225","0.35852087629006935","0.5852944839801699","9022","9022","9022","0.2908243839048159","0.10852258915310106","0.4305615212663011","9022","9022","9022","0.6262563186972703","0.43778748611445656","0.7426736317546009","9022","9022","9022","0.39638971605635204","0.110412957827476","0.5190533498156089","9022","9022","9022"
"4751","0.525349965138176","0.3321377851221777","0.6473424356003465","9523","9523","9523","0.3137251334573511","0.11419387693651581","0.4182928158023492","9523","9523","9523","0.6650195403183161","0.5302979486416808","0.8647720295331914","9523","9523","9523","0.4255104632036725","0.27112865530769875","0.5115160969760069","9523","9523","9523"
"5001","0.5389795072787347","0.38762931303744147","0.6651517965329039","10024","10024","10024","0.3138951290933675","0.16609671406200763","0.4028482732744406","10024","10024","10024","0.689472491895633","0.35057647115810536","0.8457118545875592","10024","10024","10024","0.4474256734384189","0.18712748496396006","0.5423349120461173","10024","10024","10024"
"5251","0.5835928532400044","0.4545272113340781","0.7524172468078771","10525","10525","10525","0.32602206841636416","0.2664193828063577","0.3920355549902215","10525","10525","10525","0.6356671899333214","0.42465443740509423","0.7857141117067302","10525","10525","10525","0.4452410358871389","0.26300726620149706","0.5604885287524586","10525","10525","10525"
"5501","0.523683125051643","0.34148473855822026","0.7092704148965971","11026","11026","11026","0.30979679980169145","0.15331798248747858","0.3960631574440174","11026","11026","11026","0.5968673280406942","0.40940269190563766","0.8175729759301872","11026","11026","11026","0.427889513734092","0.2412121080307516","0.5681984395994059","11026","11026","11026"
"5751","0.5018693403984218","0.3387391858413218","0.7451523596868573","11527","11527","11527","0.2962171383464315","0.18949321911503395","0.39806794476428353","11527","11527","11527","0.616213944770109","0.3666440773594873","0.8138105708135525","11527","11527","11527","0.4032019251379347","0.21559639073788656","0.5717635542844979","11527","11527","11527"
"6001","0.5881352310578625","0.3959348128771762","0.7980948249653711","12028","12028","12028","0.3317279412375328","0.20019565882862347","0.442099565238318","12028","12028","12028","0.6386038883820913","0.34927422443004635","0.8071126851882623","12028","12028","12028","0.4787043016671233","0.31979317166609034","0.5996681518030339","12028","12028","12028"
"6251","0.5703019647374097","0.42411669615015607","0.8519260839440347","12529","12529","12529","0.27552865081958766","0.17797867721335764","0.39428111821659123","12529","12529","12529","0.6600299027148568","0.4861842029942503","0.8322509214986692","12529","12529","12529","0.40527758010095855","0.2706762163501664","0.5118481110393454","12529","12529","12529"
"6501","0.4967412903832195","0.338449604436255","0.6416039915578019","13030","13030","13030","0.3161404634436678","0.15860500554977167","0.446813190902966","13030","13030","13030","0.6084491470753656","0.34341794507343565","0.9255475809006172","13030","13030","13030","0.44399300269421416","0.2354633082439425","0.594612459581968","13030","13030","13030"
"6751","0.5568919341629043","0.39176539757281237","0.7767246855882863","13531","13531","13531","0.26641062612575495","0.1830399116711069","0.32244503957077575","13531","13531","13531","0.6569687246481744","0.4535767310733092","0.8085099987320522","13531","13531","13531","0.36446199432113635","0.1690415696281599","0.5482903683658897","13531","13531","13531"
"7001","0.5848579254320544","0.41094791999182","0.7095305874992571","14032","14032","14032","0.3041320274379472","0.16170033842719073","0.4102591415008131","14032","14032","14032","0.6099020870465393","0.4029789246311941","0.8759500093655861","14032","14032","14032","0.41363820164173426","0.20968964583143151","0.5223662792534316","14032","14032","14032"
"7251","0.6149534279426677","0.3375254173965187","0.9180569736899956","14533","14533","14533","0.2627646815792022","0.20043419953626845","0.34908836903498486","14533","14533","14533","0.5912442474472892","0.36628261244284416","0.7988293283658638","14533","14533","14533","0.3856658521280946","0.20234694008377319","0.518501357923254","14533","14533","14533"
"7501","0.4960997135787631","0.34591776086006226","0.6292285002725201","15034","15034","15034","0.29786099713275055","0.25803600674050226","0.35721830742788774","15034","15034","15034","0.5623955566947179","0.34865430320964164","0.7470196582693287","15034","15034","15034","0.46492354165453403","0.3696130488777939","0.5221366335852745","15034","15034","15034"
"7751","0.6256548745985715","0.44598890361808624","0.7791429409841796","15535","15535","15535","0.28561686840801515","0.1475869002777668","0.4783462024448166","15535","15535","15535","0.6932454790099353","0.5236378671616726","0.8725684143030086","15535","15535","15535","0.47351653177724273","0.3706226929513055","0.5817327324095909","15535","15535","15535"
"8001","0.5838586827633907","0.3652208101853671","0.8719857297047954","16036","16036","16036","0.23060509949150623","0.15968801362705237","0.3000046314336843","16036","16036","16036","0.684179363660065","0.5114280106270569","0.8296784534418143","16036","16036","16036","0.39050047195380433","0.24119373923690385","0.5568247096909882","16036","16036","16036"
"8251","0.5653865618886292","0.3478996325921028","0.7536381910697306","16537","16537","16537","0.24721513096246284","0.1260361046329391","0.38171176515148175","16537","16537","16537","0.5410177698999604","0.38211900942379656","0.7112082177069635","16537","16537","16537","0.38265295803501914","0.1858053188638256","0.5985129109507286","16537","16537","16537"
"8501","0.6749721486151736","0.4596552926009307","0.8558191806752274","17038","17038","17038","0.2979786299424195","0.1278112438435644","0.4300930938813402","17038","17038","17038","0.6841439828863517","0.426762920551955","0.9277217821617553","17038","17038","17038","0.46256263334111136","0.3549598695021567","0.5568420486066524","17038","17038","17038"
"8751","0.5104976500420213","0.3427179704474039","0.6410427051483274","17539","17539","17539","0.26495174912665154","0.19932944912087486","0.41665233707048654","17539","17539","17539","0.6043192456809071","0.3715066472499165","0.8556131041491075","17539","17539","17539","0.4670669012719454","0.3489626628130437","0.5782141877370386","17539","17539","17539"
"9001","0.5273824434326697","0.364214655745025","0.682692230167505","18040","18040","18040","0.2913020090448803","0.11147451905733771","0.47286987818799053","18040","18040","18040","0.609886684453372","0.35255756343985384","0.8968073646212881","18040","18040","18040","0.47273607082594465","0.38803804533037717","0.6124490354599043","18040","18040","18040"
"9251","0.5406490832780856","0.41441042922791604","0.667757890715858","18541","18541","18541","0.27415592952835793","0.1849734810783879","0.5349550756100879","18541","18541","18541","0.6284188585699375","0.42082235651984295","0.7371334642330826","18541","18541","18541","0.48676133581196834","0.42038058303215387","0.5898559376518777","18541","18541","18541"
"9501","0.5668406651041572","0.33218791318755475","0.7335240391766135","19042","19042","19042","0.19879990357454197","0.10111247222703017","0.28930820038663235","19042","19042","19042","0.6290154819308377","0.47635447218912064","0.8242208942213028","19042","19042","19042","0.3786608254880946","0.10232176055838293","0.5364302256158842","19042","19042","19042"
"9751","0.5592901853249158","0.30172304129218386","0.8386708574613008","19543","19543","19543","0.24048680469232103","0.10169492840410668","0.4482571226863847","19543","19543","19543","0.607709559759515","0.37625317887064175","0.8482513908491193","19543","19543","19543","0.41503192827889546","0.11338774439296953","0.6094846033961987","19543","19543","19543"
