"stage2/step","Group: VaDE_Complicate_gauss - stage2/mcc_pearson","Group: VaDE_Complicate_gauss - stage2/mcc_pearson__MIN","Group: VaDE_Complicate_gauss - stage2/mcc_pearson__MAX","Group: VaDE_Complicate_gauss - _step","Group: VaDE_Complicate_gauss - _step__MIN","Group: VaDE_Complicate_gauss - _step__MAX","Group: VaDE_Complicate_gumbel - stage2/mcc_pearson","Group: VaDE_Complicate_gumbel - stage2/mcc_pearson__MIN","Group: VaDE_Complicate_gumbel - stage2/mcc_pearson__MAX","Group: VaDE_Complicate_gumbel - _step","Group: VaDE_Complicate_gumbel - _step__MIN","Group: VaDE_Complicate_gumbel - _step__MAX","Group: VaDE_Complicate_cauchy - stage2/mcc_pearson","Group: VaDE_Complicate_cauchy - stage2/mcc_pearson__MIN","Group: VaDE_Complicate_cauchy - stage2/mcc_pearson__MAX","Group: VaDE_Complicate_cauchy - _step","Group: VaDE_Complicate_cauchy - _step__MIN","Group: VaDE_Complicate_cauchy - _step__MAX","Group: VaDE_Simple_gauss - stage2/mcc_pearson","Group: VaDE_Simple_gauss - stage2/mcc_pearson__MIN","Group: VaDE_Simple_gauss - stage2/mcc_pearson__MAX","Group: VaDE_Simple_gauss - _step","Group: VaDE_Simple_gauss - _step__MIN","Group: VaDE_Simple_gauss - _step__MAX","Group: VaDE_Simple_gumbel - stage2/mcc_pearson","Group: VaDE_Simple_gumbel - stage2/mcc_pearson__MIN","Group: VaDE_Simple_gumbel - stage2/mcc_pearson__MAX","Group: VaDE_Simple_gumbel - _step","Group: VaDE_Simple_gumbel - _step__MIN","Group: VaDE_Simple_gumbel - _step__MAX","Group: VaDE_Simple_cauchy - stage2/mcc_pearson","Group: VaDE_Simple_cauchy - stage2/mcc_pearson__MIN","Group: VaDE_Simple_cauchy - stage2/mcc_pearson__MAX","Group: VaDE_Simple_cauchy - _step","Group: VaDE_Simple_cauchy - _step__MIN","Group: VaDE_Simple_cauchy - _step__MAX"
"15251","0.25111957309282784","0.18708664922739193","0.35177713032994146","25480","25480","25480","0.22745363080315642","0.17518228821623763","0.2884271399189108","25480","25480","25480","0","0","0","25480","25480","25480","0.32793663545747426","0","0.44795422452764183","25480","25480","25480","0.47201871846504206","0.2950727266521521","0.7144290734951945","25480","25480","25480","0","0","0","25480","25480","25480"
"15501","0.23690895250764482","0.16174161791942004","0.28193815511814085","25733","25733","25733","0.22636165420849577","0.1719662660069688","0.2803855797773724","25733","25733","25733","0","0","0","25733","25733","25733","0.37032456930558644","0","0.6038371508682608","25733","25733","25733","0.47496050097250875","0.34352377781934096","0.6464019918132778","25733","25733","25733","0","0","0","25733","25733","25733"
"15751","0.22763823390372312","0.17194459201402068","0.25747156207149363","25986","25986","25986","0.22931928631094314","0.16618708588494083","0.30380373791284504","25986","25986","25986","0","0","0","25986","25986","25986","0.35740625896584066","0","0.5925915637324831","25986","25986","25986","0.4920914908842894","0.35702405876540144","0.6377565837451648","25986","25986","25986","0","0","0","25986","25986","25986"
"16001","0.2223104486311019","0.17615213544543143","0.26919698684699245","26239","26239","26239","0.21337173623446998","0.14787231786942448","0.27369518234227025","26239","26239","26239","0","0","0","26239","26239","26239","0.3286617099788794","0","0.6138666720628968","26239","26239","26239","0.49713408390955466","0.35434923958578196","0.5878235406705404","26239","26239","26239","0","0","0","26239","26239","26239"
"16251","0.20646730927986523","0.16723699207443624","0.2848055479398283","26492","26492","26492","0.22051557829727253","0.1440543635521703","0.2894872354929978","26492","26492","26492","0","0","0","26492","26492","26492","0.38041579908007","0","0.6040613718990988","26492","26492","26492","0.46326235570659235","0.2778570928520471","0.5700860457081552","26492","26492","26492","0","0","0","26492","26492","26492"
"16501","0.21997718821170684","0.16582722894232327","0.2649355015594515","26745","26745","26745","0.20868768766447582","0.15629514416767726","0.27707527338438825","26745","26745","26745","0","0","0","26745","26745","26745","0.3469321545043625","0","0.5793105477819466","26745","26745","26745","0.41752534148463544","0.26274275747671805","0.5329815306833958","26745","26745","26745","0","0","0","26745","26745","26745"
"16751","0.21599179504353208","0.16174124132947398","0.3233896430451816","26998","26998","26998","0.21174299556037574","0.16210598920467656","0.2723332753690374","26998","26998","26998","0","0","0","26998","26998","26998","0.37949227131514274","0","0.6223653711596975","26998","26998","26998","0.5279872984979818","0.346442433361076","0.6173054980706865","26998","26998","26998","0","0","0","26998","26998","26998"
"17001","0.20903187346017624","0.1578166332791633","0.24980864528498065","27251","27251","27251","0.20525508417002242","0.1275332671761274","0.2822128876181149","27251","27251","27251","0","0","0","27251","27251","27251","0.35106243150830185","0","0.6533912883213203","27251","27251","27251","0.42485594472368904","0.32309970555097406","0.6027928289232171","27251","27251","27251","0","0","0","27251","27251","27251"
"17251","0.2102280063025165","0.13260463859390464","0.2671055168333682","27504","27504","27504","0.20942513804986668","0.1438631622263959","0.2863765406665978","27504","27504","27504","0","0","0","27504","27504","27504","0.3387685556665347","0","0.6794682212376033","27504","27504","27504","0.4725846483061762","0.3218175898693298","0.5920973678931576","27504","27504","27504","0","0","0","27504","27504","27504"
"17501","0.21127577512072815","0.15133199612457066","0.2869037257548947","27757","27757","27757","0.20294244037256623","0.1543069535809257","0.2735597148681139","27757","27757","27757","0","0","0","27757","27757","27757","0.3261544173779292","0","0.5429943756140899","27757","27757","27757","0.4666811743304768","0.3037718189278598","0.7003732234709141","27757","27757","27757","0","0","0","27757","27757","27757"
"17751","0.19052805499611386","0.14440973102341154","0.24492582089114961","28010","28010","28010","0.20495593230998715","0.13407913055943466","0.30378936489930675","28010","28010","28010","0","0","0","28010","28010","28010","0.38082033704884444","0","0.6824552019937261","28010","28010","28010","0.5074622514358056","0.34992048819052185","0.5925651023603374","28010","28010","28010","0","0","0","28010","28010","28010"
"18001","0.17914890001158937","0.13855403725072474","0.22760462030990877","28263","28263","28263","0.18958935228449456","0.12801129664025804","0.27785208472643097","28263","28263","28263","0","0","0","28263","28263","28263","0.31932246298533523","0","0.5851264565885429","28263","28263","28263","0.4741098973328953","0.273890043019056","0.5984513162755737","28263","28263","28263","0","0","0","28263","28263","28263"
"18251","0.17876176539157135","0.1371984077012312","0.22428845579323808","28516","28516","28516","0.1810176592034879","0.11583419951587573","0.2713126329503234","28516","28516","28516","0","0","0","28516","28516","28516","0.32667904635829587","0","0.5929747570521721","28516","28516","28516","0.4934594895270058","0.3453886319567279","0.626574667751869","28516","28516","28516","0","0","0","28516","28516","28516"
"18501","0.17755851376980847","0.13192189328461706","0.2224606607264234","28769","28769","28769","0.1823375498293313","0.13878145851852072","0.281026357373912","28769","28769","28769","0","0","0","28769","28769","28769","0.31542189291776274","0","0.5925601870541204","28769","28769","28769","0.42143654117951723","0.28805459706519193","0.5526814502255539","28769","28769","28769","0","0","0","28769","28769","28769"
"18751","0.1722927256328449","0.1311247017476267","0.2288693670323299","29022","29022","29022","0.17733184450755607","0.11117836337784207","0.3026085124029337","29022","29022","29022","0","0","0","29022","29022","29022","0.2957233904607791","0","0.559443470503965","29022","29022","29022","0.46195544055571836","0.2661300394358943","0.6037454187965111","29022","29022","29022","0","0","0","29022","29022","29022"
"19001","0.1666602851677026","0.1248121934196493","0.22833543072173765","29275","29275","29275","0.17850154457130923","0.12610399410702558","0.2772936795520326","29275","29275","29275","0","0","0","29275","29275","29275","0.32651057815634166","0","0.5086852627115713","29275","29275","29275","0.46599665203541585","0.2591215769977547","0.5884304314835568","29275","29275","29275","0","0","0","29275","29275","29275"
"19251","0.16383142275260043","0.1049748568598194","0.21717005020413746","29528","29528","29528","0.17950064566101445","0.13009376467155057","0.28561349171425554","29528","29528","29528","0","0","0","29528","29528","29528","0.33083956232209843","0","0.5926548541859563","29528","29528","29528","0.488252423886952","0.36416828274941665","0.646659320305499","29528","29528","29528","0","0","0","29528","29528","29528"
"19501","0.16283339819529613","0.1290675583286393","0.20617231734384212","29781","29781","29781","0.16758084540012563","0.09576528919286703","0.2587608296377792","29781","29781","29781","0","0","0","29781","29781","29781","0.27585283923360177","0","0.43786603045648514","29781","29781","29781","0.45482585027921135","0.26206972318054583","0.6332255183338646","29781","29781","29781","0","0","0","29781","29781","29781"
"19751","0.16901629332994667","0.11770340379708877","0.2168518091409911","30034","30034","30034","0.16604958853393073","0.1136067482016259","0.2577555615703506","30034","30034","30034","0","0","0","30034","30034","30034","0.29538055047208583","0","0.6075730973176403","30034","30034","30034","0.4461164047600805","0.2810811565048943","0.5691737237594104","30034","30034","30034","0","0","0","30034","30034","30034"
"20001","0.15690591062811948","0.10847747298191504","0.20164611377133212","30287","30287","30287","0.16632209559986766","0.10963288554199738","0.2823368864857667","30287","30287","30287","0","0","0","30287","30287","30287","0.2767335459067937","0","0.5111377886376713","30287","30287","30287","0.4586628003411188","0.3393015102264425","0.5671293945208323","30287","30287","30287","0","0","0","30287","30287","30287"
"20251","0.16241799859937217","0.12157141061469953","0.21972794990684413","30540","30540","30540","0.1693356533765346","0.0986010734558637","0.2727806372340643","30540","30540","30540","0","0","0","30540","30540","30540","0.2941397231558055","0","0.5608672982528357","30540","30540","30540","0.46903212222770413","0.2751576100610373","0.6373900596692474","30540","30540","30540","0","0","0","30540","30540","30540"
"20501","0.14912946596667834","0.10066036704067027","0.17683057162414517","30793","30793","30793","0.16615552925758686","0.11607155980424677","0.27210752447422093","30793","30793","30793","0","0","0","30793","30793","30793","0.2551642123207635","0","0.4670959983020726","30793","30793","30793","0.4942001816618758","0.2857437333674681","0.7010243477665735","30793","30793","30793","0","0","0","30793","30793","30793"
"20751","0.15787063989699102","0.11047485073977156","0.21540868246939","31046","31046","31046","0.16750484746219146","0.10906135844450764","0.2678171978325155","31046","31046","31046","0","0","0","31046","31046","31046","0.3162246068633168","0","0.6251723284370552","31046","31046","31046","0.4983631653446885","0.23570656213650643","0.6686405144018069","31046","31046","31046","0","0","0","31046","31046","31046"
"21001","0.1523072536543555","0.10456358171727602","0.1911569713406222","31299","31299","31299","0.14604246852128822","0.08692615039607036","0.23888852717788978","31299","31299","31299","0","0","0","31299","31299","31299","0.24629060411835857","0","0.5035210924530551","31299","31299","31299","0.487791279139106","0.3235831440740115","0.6458214004916907","31299","31299","31299","0","0","0","31299","31299","31299"
"21251","0.1498694972654428","0.09864768867221729","0.23127659109155188","31552","31552","31552","0.1489173328450901","0.0907096569768011","0.23186333648435023","31552","31552","31552","0","0","0","31552","31552","31552","0.27491429242452053","0","0.5533747841278104","31552","31552","31552","0.4589511927419311","0.2576061111083234","0.6152118910945142","31552","31552","31552","0","0","0","31552","31552","31552"
"21501","0.14368933035530151","0.10462895935514172","0.18009233575700057","31805","31805","31805","0.15513920145694246","0.10257956360694957","0.2741020907846891","31805","31805","31805","0","0","0","31805","31805","31805","0.3015914858993354","0","0.6018988485342628","31805","31805","31805","0.47430199193342143","0.2620196748333081","0.6531950551860208","31805","31805","31805","0","0","0","31805","31805","31805"
"21751","0.14080066814091305","0.0881772515547287","0.2058414201545411","32058","32058","32058","0.14622641927192764","0.09048474230087836","0.24225851825033695","32058","32058","32058","0","0","0","32058","32058","32058","0.31742654490838634","0","0.5954031377492147","32058","32058","32058","0.48914614720919314","0.32419086610621084","0.6745233303905912","32058","32058","32058","0","0","0","32058","32058","32058"
"22001","0.15309539100108624","0.12021099379564495","0.19294142108360962","32311","32311","32311","0.15701448679082258","0.10247747765500097","0.2599461958479585","32311","32311","32311","0","0","0","32311","32311","32311","0.28991128343806594","0","0.5228250341254946","32311","32311","32311","0.4987851538117856","0.3592238494140236","0.6074207650023954","32311","32311","32311","0","0","0","32311","32311","32311"
"22251","0.1434609405222843","0.0994430752805052","0.20696810529638737","32564","32564","32564","0.15719312245728567","0.10335453975136573","0.26338952937023546","32564","32564","32564","0","0","0","32564","32564","32564","0.27148760349244305","0","0.5222915413252475","32564","32564","32564","0.48661924486478847","0.26602570704445816","0.6094070850799379","32564","32564","32564","0","0","0","32564","32564","32564"
"22501","0.15320223465862282","0.09947153519669347","0.22943490892562157","32817","32817","32817","0.15816184859577373","0.10130964493226043","0.2790827601496663","32817","32817","32817","0","0","0","32817","32817","32817","0.27832341349535034","0","0.5176786370657602","32817","32817","32817","0.4595026497212597","0.2508676333869732","0.6229594420810972","32817","32817","32817","0","0","0","32817","32817","32817"
"22751","0.15225606712934373","0.10411408428479862","0.22723533090149156","33070","33070","33070","0.14051894367896292","0.0900625348065492","0.266551068562631","33070","33070","33070","0","0","0","33070","33070","33070","0.3052276477021026","0","0.639578267870125","33070","33070","33070","0.470850098133803","0.27412598262931753","0.6004822632444923","33070","33070","33070","0","0","0","33070","33070","33070"
"23001","0.15939352518400268","0.10508067390016847","0.24799716372606198","33323","33323","33323","0.1455379022598305","0.08844540975784189","0.26884560877777236","33323","33323","33323","0","0","0","33323","33323","33323","0.28615391484305036","0","0.581998972685538","33323","33323","33323","0.459651190153032","0.2689730796235869","0.6112539235516025","33323","33323","33323","0","0","0","33323","33323","33323"
"23251","0.16565538244251068","0.09048783291675525","0.2952698072431931","33576","33576","33576","0.13702423196564834","0.0806515636027933","0.24588518924227745","33576","33576","33576","0","0","0","33576","33576","33576","0.2620433426337821","0","0.5119769103823227","33576","33576","33576","0.4542556276256701","0.23242949601914695","0.6123578873872461","33576","33576","33576","0","0","0","33576","33576","33576"
"23501","0.130923328701667","0.08226659533111448","0.2011289579639263","33829","33829","33829","0.14118382936047022","0.08618294171244831","0.27528803619311615","33829","33829","33829","0","0","0","33829","33829","33829","0.3317597588849146","0","0.6370455088420348","33829","33829","33829","0.45250092891670424","0.31010978685633495","0.5944244691922417","33829","33829","33829","0","0","0","33829","33829","33829"
"23751","0.14661807056339263","0.10431551316118862","0.2288536521875603","34082","34082","34082","0.14266644698026215","0.08349721685522649","0.24316035365891198","34082","34082","34082","0","0","0","34082","34082","34082","0.25467670130527337","0","0.5197945958699973","34082","34082","34082","0.4947459514626152","0.20602439685180476","0.6338740485275133","34082","34082","34082","0","0","0","34082","34082","34082"
"24001","0.13737749250703163","0.10734405632534164","0.2163148739813569","34335","34335","34335","0.15006504518765773","0.08290312449445876","0.25157443026964604","34335","34335","34335","0","0","0","34335","34335","34335","0.2907626055019692","0","0.5832081210622205","34335","34335","34335","0.4624970110446681","0.3475578908397164","0.5946756143575734","34335","34335","34335","0","0","0","34335","34335","34335"
"24251","0.135677596093052","0.084818101913518","0.2176470350278492","34588","34588","34588","0.1481928632226018","0.08487165080894996","0.2493472647512875","34588","34588","34588","0","0","0","34588","34588","34588","0.2857808958098328","0","0.5518651396294441","34588","34588","34588","0.4517409797596108","0.31868295631032767","0.6685108657004216","34588","34588","34588","0","0","0","34588","34588","34588"
"24501","0.1503245475838912","0.09889260627396243","0.24660993251245675","34841","34841","34841","0.14398070973697602","0.0988834826204933","0.29180316727705224","34841","34841","34841","0","0","0","34841","34841","34841","0.2666449103200431","0","0.6548064212414988","34841","34841","34841","0.5013338074004249","0.17684570333761887","0.7013555398686835","34841","34841","34841","0","0","0","34841","34841","34841"
"24751","0.1360449688619756","0.07745320335756012","0.24150024902237038","35094","35094","35094","0.14172333328536268","0.08304384940561378","0.2771403921213923","35094","35094","35094","0","0","0","35094","35094","35094","0.29416644373742107","0","0.6159457773125444","35094","35094","35094","0.46874840256894174","0.28513641133736606","0.6951137418785317","35094","35094","35094","0","0","0","35094","35094","35094"
"25001","0.13815873471865275","0.08598703456457546","0.21768618925364452","35347","35347","35347","0.14583357300381844","0.08524175958486321","0.24390908503797748","35347","35347","35347","0","0","0","35347","35347","35347","0.281029911870771","0","0.5591761638350641","35347","35347","35347","0.5089875314455105","0.3240378845948743","0.6814033502935355","35347","35347","35347","0","0","0","35347","35347","35347"
"25251","0.1379482498436773","0.08393576716158982","0.18839082687049777","35600","35600","35600","0.14343575994054003","0.07822239276198298","0.2511913367478454","35600","35600","35600","0","0","0","35600","35600","35600","0.2994806389649466","0","0.5802018290571707","35600","35600","35600","0.5044727773159848","0.33643750023783614","0.6536922471171327","35600","35600","35600","0","0","0","35600","35600","35600"
"25501","0.1378477636307029","0.07730569747596631","0.23175175952290578","35853","35853","35853","0.1393410301893617","0.06731559299308962","0.22702911914305993","35853","35853","35853","0","0","0","35853","35853","35853","0.28407852946442125","0","0.6167632471645593","35853","35853","35853","0.4457495521953597","0.16286581111961151","0.6292617250629281","35853","35853","35853","0","0","0","35853","35853","35853"
"25751","0.14307756984952286","0.08477959112778306","0.2761247130696129","36106","36106","36106","0.15598931227857804","0.09498553743166092","0.25550220822972014","36106","36106","36106","0","0","0","36106","36106","36106","0.3012035642843215","0","0.6334461687667976","36106","36106","36106","0.4762734778507178","0.24934703530066746","0.5856638339966556","36106","36106","36106","0","0","0","36106","36106","36106"
"26001","0.13641714885246897","0.09373664506949654","0.2830919842305679","36359","36359","36359","0.14224421127051437","0.09305749825242453","0.23842225143097848","36359","36359","36359","0","0","0","36359","36359","36359","0.2964107414700375","0","0.6308854791980876","36359","36359","36359","0.49655154128579443","0.3094538186062343","0.6087843555542589","36359","36359","36359","0","0","0","36359","36359","36359"
"26251","0.1332728947780798","0.08127511089437064","0.19412988556459668","36612","36612","36612","0.14762254182310836","0.09027424557801275","0.26360371053545584","36612","36612","36612","0","0","0","36612","36612","36612","0.2642817613030676","0","0.5584946472452259","36612","36612","36612","0.4739117273826435","0.25380179565886846","0.6616443847944514","36612","36612","36612","0","0","0","36612","36612","36612"
"26501","0.12852786404805083","0.09044871467029568","0.24024648326574974","36865","36865","36865","0.1429785061154688","0.0800721606969563","0.23471034723370784","36865","36865","36865","0","0","0","36865","36865","36865","0.29642901187689336","0","0.6054645373707392","36865","36865","36865","0.47694995189681383","0.2765786213037878","0.6286654365451734","36865","36865","36865","0","0","0","36865","36865","36865"
"26751","0.16440834732106632","0.08248901926543126","0.29175247216940187","37118","37118","37118","0.13994966678520088","0.07998339924099966","0.2433794684735105","37118","37118","37118","0","0","0","37118","37118","37118","0.27613210373917485","0","0.5171584466152178","37118","37118","37118","0.5042050407821315","0.3961536009204467","0.675442825856365","37118","37118","37118","0","0","0","37118","37118","37118"
"27001","0.15897465183829698","0.0971466262467368","0.25315322368422966","37371","37371","37371","0.12480123294314183","0.07749432324200735","0.23859662800433848","37371","37371","37371","0","0","0","37371","37371","37371","0.30112468516062635","0","0.5788303149698711","37371","37371","37371","0.47774552589839636","0.25991060146129724","0.5725227168163458","37371","37371","37371","0","0","0","37371","37371","37371"
"27251","0.1576812107780063","0.07454540824794159","0.33432474062998674","37624","37624","37624","0.15763291623337106","0.10220173446193848","0.2540043018174726","37624","37624","37624","0","0","0","37624","37624","37624","0.299015055190293","0","0.5700933131895383","37624","37624","37624","0.5366573529187911","0.37386712790863813","0.6451479431655968","37624","37624","37624","0","0","0","37624","37624","37624"
"27501","0.15061262222645694","0.08556079256445584","0.2367152210446946","37877","37877","37877","0.15382906763989868","0.08574844761246331","0.2349122118303358","37877","37877","37877","0","0","0","37877","37877","37877","0.2652867796425081","0","0.5404447897334181","37877","37877","37877","0.47457190753226053","0.33475054385892483","0.6084067270520251","37877","37877","37877","0","0","0","37877","37877","37877"
"27751","0.13845106235154156","0.07525001036139238","0.21780211416722914","38130","38130","38130","0.13467408787826557","0.08456352574863815","0.24607711561601878","38130","38130","38130","0","0","0","38130","38130","38130","0.2817757263351683","0","0.5890379165871419","38130","38130","38130","0.47054319234786907","0.21654238454390065","0.6277234398628481","38130","38130","38130","0","0","0","38130","38130","38130"
"28001","0.13877253110292392","0.08008337523316734","0.2532509149559069","38383","38383","38383","0.13611757369179653","0.08616039011665313","0.25580079035655096","38383","38383","38383","0","0","0","38383","38383","38383","0.30656476814169986","0","0.580717888209767","38383","38383","38383","0.5172206959943132","0.24396074182419994","0.6134641301421221","38383","38383","38383","0","0","0","38383","38383","38383"
"28251","0.14312229046202626","0.07753608323824926","0.2636810173084265","38636","38636","38636","0.14144023673719341","0.07891203041533329","0.26181518768703943","38636","38636","38636","0","0","0","38636","38636","38636","0.26118208708232415","0","0.5454280569621252","38636","38636","38636","0.4961518838724174","0.2888627692646723","0.6939803263790781","38636","38636","38636","0","0","0","38636","38636","38636"
"28501","0.12202247091181509","0.0852024148518598","0.16600641543914108","38889","38889","38889","0.15441181339234478","0.08296076055798494","0.2575666094797308","38889","38889","38889","0","0","0","38889","38889","38889","0.3004316802653035","0","0.5895714505020807","38889","38889","38889","0.47007093606052586","0.24522467220187483","0.6068916304780224","38889","38889","38889","0","0","0","38889","38889","38889"
"28751","0.1365396840429756","0.07722751313214689","0.19629336187708907","39142","39142","39142","0.14033025480033526","0.09099361224108948","0.2274586162462997","39142","39142","39142","0","0","0","39142","39142","39142","0.33486894384571875","0","0.6337885612425354","39142","39142","39142","0.44033763747699234","0.23617583588106209","0.605817265281278","39142","39142","39142","0","0","0","39142","39142","39142"
"29001","0.15138955540410953","0.09616756310937623","0.2529943225510898","39395","39395","39395","0.1512026833193159","0.0886239783681087","0.2778330249374316","39395","39395","39395","0","0","0","39395","39395","39395","0.2907559531029328","0","0.691117283576225","39395","39395","39395","0.46814431898165376","0.18440036542674254","0.7170878016613552","39395","39395","39395","0","0","0","39395","39395","39395"
"29251","0.13633674508350832","0.08924117142932038","0.2268719238838594","39648","39648","39648","0.13257380212542355","0.07142420809198821","0.27960353351972883","39648","39648","39648","0","0","0","39648","39648","39648","0.2915696421961681","0","0.6031225779076529","39648","39648","39648","0.47959499046600607","0.34809238238935186","0.627306685045364","39648","39648","39648","0","0","0","39648","39648","39648"
"29501","0.1773234504931896","0.09248862681505102","0.2699264145867786","39901","39901","39901","0.16019606235868258","0.09106365069259474","0.2475282939624582","39901","39901","39901","0","0","0","39901","39901","39901","0.28490492742709256","0","0.6600362382260457","39901","39901","39901","0.5210443594648952","0.34412173068750956","0.6406481266136627","39901","39901","39901","0","0","0","39901","39901","39901"
"29751","0.12090283158266368","0.07946932769711315","0.16075984965163806","40154","40154","40154","0.14958555400803006","0.08480289529482432","0.2427812670296629","40154","40154","40154","0","0","0","40154","40154","40154","0.30476652077825983","0","0.591105682619808","40154","40154","40154","0.45430880054082917","0.21970757551244371","0.5497596007970674","40154","40154","40154","0","0","0","40154","40154","40154"
"30001","0.12551078578225142","0.0722178749810328","0.23238279557031727","40407","40407","40407","0.15814059608249464","0.09309099778631781","0.2611210773795101","40407","40407","40407","0","0","0","40407","40407","40407","0.26644394559302687","0","0.5424575995729344","40407","40407","40407","0.4848012494983232","0.31615445886269505","0.6435022540839057","40407","40407","40407","0","0","0","40407","40407","40407"
"30251","0.13980556465687116","0.08719166104390784","0.23810937451873088","40660","40660","40660","0.15931284686180042","0.08148688049245127","0.2500370360546909","40660","40660","40660","0","0","0","40660","40660","40660","0.31184279840762597","0","0.5856773694043698","40660","40660","40660","0.48965959429971323","0.30878809186374995","0.5848772294411783","40660","40660","40660","0","0","0","40660","40660","40660"
"30501","0.16895410984877918","0.07845924899457161","0.28909989085418586","40913","40913","40913","0.1569625079474012","0.09040554564990148","0.2958829745442604","40913","40913","40913","0","0","0","40913","40913","40913","0.26470652977201226","0","0.5862210761062358","40913","40913","40913","0.4808707233762294","0.33770960726273147","0.6143757044570058","40913","40913","40913","0","0","0","40913","40913","40913"
"30751","0.12591723108208464","0.07519968387383909","0.23867129854836105","41166","41166","41166","0.17564085314765865","0.09449728938637958","0.258273466542766","41166","41166","41166","0","0","0","41166","41166","41166","0.2857169330560482","0","0.6354320272215787","41166","41166","41166","0.4625246424411694","0.16865553138359346","0.6155507864110207","41166","41166","41166","0","0","0","41166","41166","41166"
"31001","0.12629342231270071","0.08683085479398753","0.21755576076049427","41419","41419","41419","0.1585891626444897","0.08946732227704464","0.2613859960512292","41419","41419","41419","0","0","0","41419","41419","41419","0.3107871661580271","0","0.5817504326914816","41419","41419","41419","0.47778050026728247","0.15054382045916684","0.6027955489420499","41419","41419","41419","0","0","0","41419","41419","41419"
"31251","0.12815326049064912","0.07538780535999086","0.20735635191627627","41672","41672","41672","0.14352993350824655","0.084151780080958","0.2521269777132065","41672","41672","41672","0","0","0","41672","41672","41672","0.2776085855259436","0","0.568818670945095","41672","41672","41672","0.48759072681332166","0.2971697850755935","0.6246079228574377","41672","41672","41672","0","0","0","41672","41672","41672"
"31501","0.12608785325844746","0.07074072792144344","0.25788118907949903","41925","41925","41925","0.15511674962791397","0.07019588735139076","0.25788111236081496","41925","41925","41925","0","0","0","41925","41925","41925","0.2804499251624262","0","0.6098710112325579","41925","41925","41925","0.4695900786037823","0.2385465612330122","0.6126829308451568","41925","41925","41925","0","0","0","41925","41925","41925"
"31751","0.12073634208251496","0.08016557755027656","0.20639425377942552","42178","42178","42178","0.15231740628996174","0.07340655515630426","0.2533844884429711","42178","42178","42178","0","0","0","42178","42178","42178","0.3023996371463589","0","0.5400164632590597","42178","42178","42178","0.4784517950194983","0.25702061682342037","0.7096307088729249","42178","42178","42178","0","0","0","42178","42178","42178"
"32001","0.13525340259010563","0.08181510141256312","0.25286530203186847","42431","42431","42431","0.15045198720437827","0.09969772007855222","0.2642876220599066","42431","42431","42431","0","0","0","42431","42431","42431","0.28503122198415315","0","0.6026441841632386","42431","42431","42431","0.4600350113100711","0.14198999525657338","0.6113246704178276","42431","42431","42431","0","0","0","42431","42431","42431"
"32251","0.15139285576834158","0.08660455640117197","0.23574605510446595","42684","42684","42684","0.14447370491382888","0.08345130938876205","0.24177961957580138","42684","42684","42684","0","0","0","42684","42684","42684","0.3360731221402783","0","0.6088769725221881","42684","42684","42684","0.48518663787333766","0.308911809286043","0.5895730973516964","42684","42684","42684","0","0","0","42684","42684","42684"
"32501","0.16385009222106564","0.08754998354656415","0.3127217248268054","42937","42937","42937","0.1394776479719682","0.08632981378823111","0.2790124790780621","42937","42937","42937","0","0","0","42937","42937","42937","0.2643448215444314","0","0.5673360516134384","42937","42937","42937","0.4493800618152484","0.17433680866234666","0.6752448026704131","42937","42937","42937","0","0","0","42937","42937","42937"
"32751","0.11688707547585683","0.08454839058501408","0.1528964369558185","43190","43190","43190","0.16054462757696084","0.0856360441360169","0.24401274541850163","43190","43190","43190","0","0","0","43190","43190","43190","0.2844785959779773","0","0.5611976033002184","43190","43190","43190","0.49503939568546673","0.29340215626085714","0.717120556432907","43190","43190","43190","0","0","0","43190","43190","43190"
"33001","0.13956322455505138","0.09885577457989479","0.24104097154732837","43443","43443","43443","0.17491245497962166","0.08341174110297117","0.3042498698617676","43443","43443","43443","0","0","0","43443","43443","43443","0.31075605920684357","0","0.5860504544627846","43443","43443","43443","0.4364817646034093","0.1997034001831439","0.5899394557873522","43443","43443","43443","0","0","0","43443","43443","43443"
"33251","0.114831196304463","0.09741758170271454","0.1486583721225666","43696","43696","43696","0.14683613908606724","0.09676271916046711","0.2544020912649554","43696","43696","43696","0","0","0","43696","43696","43696","0.288160106667451","0","0.66753430331389","43696","43696","43696","0.43742164083371504","0.21914870942906253","0.5684659527905312","43696","43696","43696","0","0","0","43696","43696","43696"
"33501","0.14882537734488188","0.08968647634512478","0.3169764847250965","43949","43949","43949","0.16535060858085288","0.0844725422329046","0.2626318370318563","43949","43949","43949","0","0","0","43949","43949","43949","0.2788724371712448","0","0.5555632064840439","43949","43949","43949","0.4849494105181587","0.28990021014613404","0.6537489133044404","43949","43949","43949","0","0","0","43949","43949","43949"
"33751","0.16397495474060275","0.09907850518008535","0.26284979713872764","44202","44202","44202","0.15113402824746264","0.10340256338395246","0.255835383309714","44202","44202","44202","0","0","0","44202","44202","44202","0.2849102890598015","0","0.5990484639714598","44202","44202","44202","0.48826631591067393","0.3580178148056685","0.6152625892518254","44202","44202","44202","0","0","0","44202","44202","44202"
